BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.321,-1.20264,-0.946459,-0.411485,-2.45137,-1.3749,-3.92399,0.0309367,0.0746948,0.0562824,6.54799,0.199836,0.13809,168000,194
-2.45992,-1.31103,-1.08035,-0.390208,-2.13735,-1.34987,-3.97812,0.0383629,0.0672161,0.0638619,6.75685,0.200363,0.138004,169000,196
-2.34205,-1.28681,-1.07176,-0.421565,-2.13718,-1.38409,-4.06576,0.0339061,0.0634499,0.0672548,6.74829,0.198308,0.13822,170000,197
-2.43377,-1.32335,-1.14888,-0.360674,-2.0755,-1.31981,-4.30468,0.0386572,0.0575834,0.0645542,6.68748,0.197743,0.139332,171000,199
-2.35909,-1.27355,-1.05755,-0.369497,-2.2346,-1.29771,-3.67161,0.0295531,0.0814063,0.0580439,6.55865,0.196313,0.139303,172000,200
-2.30473,-1.22564,-1.00692,-0.4004,-2.34869,-1.39254,-3.64617,0.0277962,0.0786887,0.0496019,6.60599,0.198226,0.136463,173000,202
-2.45108,-1.25142,-0.981943,-0.388154,-2.29817,-1.36883,-3.91821,0.0353885,0.0707318,0.0470579,6.7263,0.199261,0.138306,174000,203
-2.22549,-1.1472,-0.904275,-0.414959,-2.55176,-1.38439,-3.99586,0.0356905,0.0628025,0.0471212,6.73764,0.199167,0.138182,175000,205
-2.32156,-1.3757,-1.13793,-0.24027,-2.08479,-1.23573,-4.20308,0.0295825,0.0729813,0.0519495,6.75298,0.199146,0.139867,176000,206
-2.39707,-1.37559,-1.15089,-0.357256,-2.0318,-1.2718,-4.34469,0.0318969,0.0724675,0.0516221,6.55133,0.200088,0.140389,177000,208
-2.41413,-1.50716,-1.24261,-0.164238,-1.84848,-1.23256,-4.1026,0.027129,0.0732695,0.0536001,6.58723,0.196731,0.141068,178000,209
-2.55384,-1.53599,-1.31336,-0.221254,-1.69213,-1.20959,-3.81493,0.0273012,0.0730378,0.0475749,6.73236,0.195608,0.141324,179000,211
-2.55955,-1.58806,-1.37557,-0.143649,-1.6421,-1.21349,-3.94066,0.0335813,0.0596453,0.0595781,6.76306,0.19606,0.140215,180000,212
-2.43074,-1.56154,-1.2903,-0.188411,-1.7083,-1.22945,-4.23883,0.0268127,0.069149,0.0577875,6.59463,0.199105,0.139906,181000,214
-2.55738,-1.49666,-1.26126,-0.257081,-1.77537,-1.27629,-3.93902,0.0315057,0.0758043,0.0401393,6.7861,0.200339,0.140924,182000,215
-2.48803,-1.48866,-1.27888,-0.235147,-1.80717,-1.25604,-3.89056,0.0309447,0.0727269,0.066645,6.7348,0.200684,0.139637,183000,217
-2.2853,-1.29047,-1.09733,-0.395961,-2.16235,-1.40082,-3.76614,0.0374501,0.0649793,0.07007,6.7198,0.198491,0.140814,184000,219
-2.31512,-1.21527,-0.979722,-0.395541,-2.39947,-1.35791,-4.12868,0.0363664,0.0717416,0.0597871,6.64998,0.193564,0.141352,185000,221
-2.46197,-1.24459,-1.02108,-0.416645,-2.32882,-1.33008,-4.21133,0.0480361,0.0606805,0.0687631,6.64124,0.198311,0.139244,186000,223
-2.55296,-1.31511,-1.13015,-0.429176,-2.05096,-1.36288,-3.58108,0.0394573,0.0729126,0.074414,6.60366,0.199303,0.13873,187000,224
-2.3629,-1.33953,-1.10066,-0.450478,-2.01471,-1.37756,-3.20105,0.0405571,0.0569592,0.0734594,6.72716,0.194162,0.136599,188000,226
-2.43529,-1.39937,-1.21882,-0.314868,-1.94872,-1.29706,-3.08301,0.0354685,0.0658544,0.0666026,6.75017,0.198844,0.136257,189000,228
-2.56865,-1.53284,-1.27077,-0.21677,-1.78176,-1.27977,-2.81827,0.0323953,0.0716613,0.0655227,6.63045,0.193674,0.139695,190000,229
-2.50646,-1.41803,-1.20282,-0.344119,-1.87151,-1.35039,-3.07938,0.0296663,0.0756812,0.0596042,6.68851,0.197705,0.138554,191000,231
-2.53314,-1.57704,-1.36276,-0.252804,-1.55817,-1.23649,-3.22905,0.0366654,0.0662209,0.0750421,6.72537,0.198374,0.140426,192000,233
-2.43992,-1.60862,-1.35427,-0.156533,-1.65248,-1.21357,-3.26878,0.0306157,0.062075,0.0523954,6.68573,0.202527,0.137549,193000,234
-2.46386,-1.53687,-1.29078,-0.0911612,-1.7912,-1.25599,-3.07744,0.0298948,0.0671965,0.0495491,6.62971,0.200718,0.140799,194000,236
-2.64879,-1.74268,-1.52679,-0.0550847,-1.39804,-1.13895,-2.81441,0.0306484,0.0721348,0.07973,6.72273,0.197818,0.139572,195000,238
-2.65316,-1.91277,-1.63157,0.102352,-1.16224,-1.05712,-2.46545,0.0249437,0.0651456,0.0509848,6.71662,0.198345,0.135906,196000,239
-2.72592,-2.06558,-1.80489,0.121114,-0.704869,-0.999486,-2.52122,0.0200302,0.0673554,0.046715,6.6574,0.199395,0.138496,197000,241
-2.6076,-1.72876,-1.48055,-0.203454,-1.29269,-1.18797,-2.82771,0.0360648,0.0623944,0.0636832,6.64508,0.199457,0.139547,198000,243
-2.49285,-1.68212,-1.44833,-0.161372,-1.42882,-1.25223,-2.67786,0.0288502,0.069432,0.0600983,6.6647,0.201337,0.138911,199000,244
-2.52885,-1.67384,-1.45341,-0.181133,-1.38778,-1.20918,-2.24979,0.0273794,0.0692914,0.0535398,6.64618,0.196767,0.138685,200000,246
-2.56271,-1.56229,-1.35817,-0.117252,-1.71272,-1.23051,-2.46894,0.0307071,0.0723421,0.0590802,6.6568,0.196853,0.137542,201000,248
-2.56465,-1.51658,-1.31695,-0.338654,-1.67369,-1.28093,-2.6011,0.033965,0.0712654,0.0807315,6.64868,0.195767,0.137786,202000,249
-2.51744,-1.49673,-1.24331,-0.200451,-1.85961,-1.24322,-2.00175,0.037217,0.0633673,0.0535754,6.64616,0.196515,0.138017,203000,251
-2.31252,-1.1913,-0.948909,-0.517527,-2.35278,-1.42138,-2.73254,0.0387312,0.0584363,0.0729337,6.65647,0.198476,0.140804,204000,253
-2.41069,-1.38692,-1.14854,-0.26595,-2.03061,-1.33694,-2.78691,0.0272496,0.0835696,0.0626911,6.73686,0.196927,0.140645,205000,254
-2.50961,-1.43649,-1.24804,-0.403178,-1.81841,-1.31456,-3.03528,0.0323167,0.0735226,0.0727201,6.62105,0.195085,0.137151,206000,256
-2.37544,-1.54302,-1.31088,-0.210056,-1.73388,-1.25021,-2.86158,0.0306367,0.0747231,0.0758239,6.59817,0.19877,0.140137,207000,258
-2.58548,-1.83374,-1.56774,-0.0991503,-1.1407,-1.13218,-3.12677,0.029959,0.0665102,0.06729,6.68708,0.197546,0.139077,208000,259
-2.71561,-1.70407,-1.4635,-0.120578,-1.37007,-1.20871,-3.27787,0.0241278,0.0874568,0.0533812,6.66509,0.196042,0.137453,209000,261
-2.5057,-1.44655,-1.2302,-0.237733,-1.9039,-1.30602,-3.52866,0.0316289,0.0817339,0.073722,6.72816,0.194583,0.139685,210000,263
-2.66459,-1.45037,-1.24885,-0.329092,-1.89273,-1.29553,-3.92361,0.0497807,0.0570451,0.0916914,6.5337,0.194674,0.138434,211000,265
-2.5795,-1.56626,-1.3797,-0.174871,-1.63994,-1.23972,-3.74928,0.0296243,0.0746745,0.0682163,6.77454,0.194929,0.139712,212000,267
-2.38044,-1.54975,-1.37229,-0.236228,-1.69832,-1.24248,-3.44252,0.0320354,0.0646849,0.0873477,6.63004,0.193562,0.141276,213000,268
-2.55454,-1.39975,-1.21225,-0.276873,-2.00062,-1.33471,-3.5561,0.0327072,0.0806312,0.075331,6.73201,0.198216,0.140281,214000,270
-2.37013,-1.25913,-1.02411,-0.435634,-2.29198,-1.38961,-4.25412,0.0409633,0.0638415,0.0756744,6.65555,0.196493,0.136042,215000,272
-2.3176,-1.12247,-0.909432,-0.452941,-2.55427,-1.38485,-4.34476,0.0261145,0.090331,0.0639984,6.69232,0.19622,0.138423,216000,273
-2.31691,-1.24351,-1.01314,-0.374072,-2.32933,-1.33263,-3.77035,0.0313413,0.0749468,0.0617428,6.65922,0.196325,0.137602,217000,275
-2.40171,-1.29074,-1.07102,-0.390004,-2.20506,-1.33079,-4.12001,0.0342464,0.0616037,0.0668335,6.69798,0.197438,0.13988,218000,277
-2.32958,-1.47212,-1.25914,-0.294938,-1.8264,-1.28741,-4.14098,0.0284502,0.0769932,0.0660713,6.71341,0.198965,0.14068,219000,279
-2.47757,-1.47832,-1.21089,-0.16464,-1.96524,-1.24865,-4.25166,0.0294576,0.0761563,0.0628607,6.81207,0.194709,0.138662,220000,286
-2.49157,-1.4718,-1.24213,-0.30074,-1.77978,-1.25962,-4.24792,0.0341103,0.0653528,0.0633318,6.70674,0.196242,0.138542,221000,286
-2.44068,-1.42065,-1.199,-0.320241,-1.96886,-1.28931,-4.01885,0.0319663,0.0693854,0.0682246,6.63688,0.200946,0.136691,222000,287
-2.41135,-1.30262,-1.07705,-0.441497,-2.16272,-1.39685,-4.60814,0.0407401,0.0604263,0.0760554,6.65489,0.194924,0.139315,223000,288
-2.35024,-1.35507,-1.13921,-0.379369,-2.03337,-1.35415,-4.35425,0.0387998,0.0667072,0.0578577,6.7108,0.194726,0.13954,224000,289
-2.32004,-1.30189,-1.07234,-0.307583,-2.23151,-1.32616,-4.69564,0.0323105,0.0747401,0.0579479,6.66871,0.19928,0.137487,225000,289
-2.34183,-1.29563,-1.07435,-0.287143,-2.32079,-1.27854,-4.86348,0.0322043,0.0746338,0.0603005,6.58619,0.195642,0.139015,226000,290
-2.253,-1.37219,-1.10049,-0.188728,-2.25603,-1.18636,-4.92222,0.0291853,0.0609307,0.0440583,6.78567,0.193672,0.137742,227000,291
-2.41883,-1.18248,-0.942242,-0.391164,-2.4564,-1.36802,-4.48536,0.0310597,0.0820683,0.0549451,6.75817,0.196627,0.139842,228000,292
-2.34164,-1.17399,-0.934553,-0.403406,-2.53875,-1.35678,-4.48739,0.0371376,0.0766637,0.0670089,6.63124,0.195898,0.139069,229000,292
-2.36283,-1.29087,-1.08283,-0.32309,-2.22077,-1.33858,-4.48388,0.0385894,0.0618184,0.064614,6.60668,0.19878,0.140085,230000,293
-2.41342,-1.40742,-1.15849,-0.197012,-2.10727,-1.24082,-4.81107,0.0353847,0.0649026,0.0597264,6.79323,0.196239,0.138803,231000,294
-2.36393,-1.35285,-1.16833,-0.353104,-2.06125,-1.32831,-4.80318,0.0392073,0.058604,0.0689494,6.78882,0.197042,0.137597,232000,295
-2.37742,-1.23086,-1.04356,-0.340855,-2.38155,-1.33892,-4.44975,0.0359439,0.0765166,0.068872,6.7357,0.196262,0.138137,233000,296
-2.36712,-1.31503,-1.09975,-0.41483,-2.1072,-1.31457,-3.87699,0.0281561,0.0804499,0.0730107,6.67616,0.198982,0.136868,234000,296
-2.4279,-1.42073,-1.17534,-0.242499,-2.04493,-1.32573,-4.10215,0.0359515,0.0703886,0.0689284,6.70308,0.197365,0.137321,235000,297
-2.60424,-1.55693,-1.32575,-0.247288,-1.60858,-1.25391,-3.74436,0.0323417,0.0700007,0.0660837,6.63148,0.200574,0.139527,236000,298
-2.47214,-1.55183,-1.3377,-0.198696,-1.63075,-1.22668,-3.50225,0.0271692,0.071522,0.0562994,6.58063,0.197235,0.137586,237000,299
-2.4782,-1.50482,-1.26804,-0.258554,-1.84397,-1.30761,-4.02505,0.0343363,0.0740046,0.0804367,6.54495,0.197435,0.137077,238000,300
-2.3985,-1.51569,-1.32703,-0.163486,-1.75973,-1.16125,-4.37122,0.019824,0.0791495,0.0478341,6.6015,0.198069,0.13877,239000,300
-2.6635,-1.79839,-1.57841,-0.118572,-1.19458,-1.15718,-4.10209,0.0252131,0.078057,0.0607267,6.57635,0.202574,0.136898,240000,301
-2.70102,-1.88877,-1.68298,-0.00938532,-1.06764,-1.10717,-4.30649,0.0220815,0.0762486,0.0681169,6.76698,0.197103,0.138325,241000,302
-2.52859,-1.65597,-1.48095,-0.114885,-1.47277,-1.17041,-4.69099,0.0317809,0.0696084,0.0775136,6.62189,0.197067,0.138029,242000,303
-2.47566,-1.41717,-1.18999,-0.279095,-1.98555,-1.29305,-5.09352,0.0316946,0.071933,0.0648891,6.7356,0.19602,0.138984,243000,303
-2.52399,-1.49606,-1.25931,-0.33442,-1.723,-1.27084,-5.34766,0.0347021,0.0716905,0.0495586,6.69521,0.195995,0.137792,244000,304
-2.45862,-1.66781,-1.43043,-0.130642,-1.50315,-1.26437,-5.52677,0.0261701,0.0774844,0.0811223,6.57786,0.195925,0.139366,245000,305
-2.45329,-1.547,-1.36413,-0.241223,-1.65625,-1.24408,-5.22482,0.0306325,0.0773557,0.0705735,6.66898,0.194281,0.140246,246000,306
-2.42837,-1.33469,-1.11837,-0.397129,-2.10786,-1.28298,-5.12296,0.0351713,0.0714251,0.0678521,6.53153,0.197254,0.139631,247000,308
-2.45078,-1.37227,-1.17106,-0.32959,-1.99625,-1.32297,-5.60243,0.0292971,0.0773625,0.0542387,6.64039,0.195773,0.138176,248000,309
-2.50437,-1.47282,-1.23637,-0.294208,-1.81058,-1.26615,-5.41136,0.0294899,0.0768322,0.0674989,6.67378,0.199264,0.140603,249000,310
-2.37179,-1.32349,-1.07815,-0.332653,-2.26079,-1.31726,-5.68029,0.035813,0.0712785,0.0719627,6.68347,0.198104,0.138118,250000,311
-2.36358,-1.36316,-1.15381,-0.28702,-2.16458,-1.27987,-5.94934,0.033604,0.0774057,0.0694968,6.68524,0.198037,0.13894,251000,312
-2.32282,-1.14589,-0.902901,-0.489045,-2.47715,-1.39187,-6.67792,0.0270171,0.0842053,0.0591493,6.55145,0.195642,0.1377,252000,313
-2.3605,-1.28864,-1.06489,-0.378593,-2.15955,-1.33335,-6.55369,0.0361165,0.0609715,0.0541629,6.61612,0.197707,0.141539,253000,315
-2.51231,-1.45126,-1.26447,-0.287978,-1.87912,-1.28206,-6.33998,0.03797,0.0610774,0.0857602,6.71056,0.194457,0.140834,254000,316
-2.40634,-1.22885,-1.0354,-0.438626,-2.35933,-1.36797,-6.68983,0.0412791,0.0767146,0.0839813,6.65698,0.194462,0.139567,255000,317
-2.35509,-1.2149,-1.00893,-0.417805,-2.35224,-1.39449,-6.64476,0.0326587,0.0753992,0.0777744,6.62765,0.193643,0.140166,256000,318
-2.34843,-1.33968,-1.13132,-0.407639,-2.12958,-1.30801,-6.31111,0.0375091,0.0655194,0.0732545,6.57876,0.195329,0.136659,257000,319
-2.3537,-1.40515,-1.18784,-0.323092,-1.98715,-1.28275,-6.58667,0.0378876,0.0618125,0.0585852,6.66625,0.196895,0.138868,258000,321
-2.55195,-1.53313,-1.26065,-0.204752,-1.78337,-1.29607,-6.93549,0.0288899,0.0757793,0.0634607,6.67332,0.197616,0.137573,259000,322
-2.442,-1.59701,-1.35988,-0.174741,-1.62451,-1.18415,-7.10658,0.0315315,0.0565038,0.0608355,6.64077,0.199048,0.139076,260000,323
-2.58784,-1.57669,-1.36392,-0.20807,-1.57671,-1.26174,-7.42641,0.0259179,0.0763708,0.0567499,6.78578,0.199906,0.139888,261000,324
-2.53761,-1.61286,-1.39622,-0.204869,-1.55721,-1.21158,-7.56217,0.0275356,0.0742252,0.0611688,6.58223,0.198392,0.138904,262000,325
-2.50497,-1.58335,-1.33303,-0.167302,-1.69043,-1.21785,-8.27809,0.0285648,0.0725753,0.0674895,6.69704,0.200888,0.140123,263000,326
-2.50747,-1.57467,-1.35765,-0.125159,-1.72864,-1.19642,-8.14165,0.0351361,0.064623,0.0798452,6.58497,0.198208,0.138689,264000,328
-2.74257,-1.73652,-1.46086,-0.0675707,-1.38344,-1.20828,-8.58167,0.0296304,0.0764597,0.0559945,6.65037,0.19476,0.135881,265000,329
-2.39425,-1.60375,-1.38975,-0.189773,-1.60338,-1.19153,-8.32772,0.0308251,0.069821,0.0625085,6.5999,0.196184,0.136297,266000,331
-2.56194,-1.72665,-1.50867,-0.061091,-1.45234,-1.14139,-8.25837,0.0339134,0.0592889,0.0650079,6.7475,0.195915,0.137407,267000,332
-2.36133,-1.50253,-1.25933,-0.235543,-1.87625,-1.2373,-8.69274,0.0379937,0.0482678,0.0727404,6.759,0.195897,0.138534,268000,334
-2.28298,-1.32542,-1.1249,-0.315955,-2.17363,-1.34061,-8.56107,0.0339649,0.0628218,0.0772844,6.66866,0.197862,0.136509,269000,336
-2.29264,-1.15394,-0.949538,-0.42164,-2.48263,-1.39717,-8.26467,0.0300975,0.08233,0.0602274,6.71505,0.19655,0.139416,270000,338
-2.40719,-1.23755,-0.983949,-0.39513,-2.4403,-1.29988,-8.08755,0.0399927,0.0680471,0.0698848,6.78976,0.200398,0.139302,271000,339
-2.3643,-1.21626,-0.969662,-0.388631,-2.42559,-1.36639,-7.25287,0.0284327,0.0842745,0.0613078,6.64558,0.196301,0.138857,272000,341
-2.33761,-1.1054,-0.847778,-0.420208,-2.68815,-1.35775,-7.01014,0.0244426,0.0992664,0.0714353,6.7031,0.195662,0.139582,273000,342
-2.11273,-1.07621,-0.872093,-0.485289,-2.57645,-1.41465,-6.88117,0.0278768,0.0675272,0.0394376,6.66884,0.196834,0.138366,274000,344
-2.25677,-1.05394,-0.843303,-0.603826,-2.64583,-1.3942,-6.88186,0.0370384,0.0757949,0.0679422,6.64727,0.19648,0.13625,275000,346
-2.31312,-1.07401,-0.834815,-0.561825,-2.60927,-1.43026,-6.43071,0.0325374,0.0797798,0.0683466,6.65444,0.195547,0.136605,276000,347
-2.40396,-1.07511,-0.907734,-0.553438,-2.49119,-1.42393,-6.17282,0.0348918,0.0810589,0.0737698,6.60594,0.19634,0.139342,277000,349
-2.42128,-1.30731,-1.05353,-0.336003,-2.23815,-1.33357,-5.59864,0.035561,0.0696645,0.0634513,6.67793,0.198035,0.138665,278000,351
-2.40643,-1.29747,-1.13542,-0.355223,-2.13635,-1.29498,-5.48701,0.0301263,0.0702719,0.0609596,6.74076,0.197689,0.137944,279000,353
-2.34354,-1.23515,-1.02228,-0.487846,-2.26294,-1.36951,-5.34059,0.03485,0.0733195,0.0707695,6.7432,0.198573,0.140759,280000,354
-2.25045,-1.12311,-0.847453,-0.517859,-2.54621,-1.46384,-5.30586,0.0367135,0.0731354,0.0622607,6.81933,0.195587,0.139177,281000,356
-2.273,-1.11409,-0.8718,-0.487454,-2.52748,-1.40534,-5.13645,0.0319105,0.0760496,0.0572907,6.67658,0.199589,0.139511,282000,357
-2.43343,-1.45513,-1.22839,-0.264574,-1.89348,-1.27987,-4.98171,0.0306057,0.0665498,0.0738428,6.6598,0.196102,0.138865,283000,359
-2.30015,-1.35205,-1.10223,-0.306931,-2.13807,-1.33723,-4.41157,0.0351654,0.0650832,0.0659565,6.63675,0.195378,0.138632,284000,361
-2.31051,-1.304,-1.15243,-0.349456,-2.21577,-1.36097,-4.21171,0.0324465,0.0744193,0.0775651,6.70672,0.19946,0.13656,285000,364
-2.62584,-1.60267,-1.39243,-0.122146,-1.55175,-1.19396,-3.90825,0.028922,0.0764242,0.0543172,6.61715,0.198491,0.14112,286000,366
-2.55213,-1.73509,-1.51358,-0.0849681,-1.32336,-1.16722,-4.0042,0.0299192,0.0629472,0.0596545,6.74634,0.200422,0.138208,287000,368
-2.60657,-1.71181,-1.45135,-0.0670465,-1.45556,-1.23239,-4.00975,0.0280026,0.0665591,0.0566386,6.73872,0.19914,0.138252,288000,370
-2.6021,-1.60783,-1.39604,-0.153826,-1.55948,-1.22401,-3.96962,0.0297177,0.0745978,0.0525968,6.66568,0.199229,0.139305,289000,371
-2.5983,-1.59057,-1.35407,-0.190424,-1.61696,-1.29959,-4.46066,0.0310428,0.0680767,0.0657747,6.63047,0.195532,0.140489,290000,373
-2.63791,-1.74278,-1.50479,-0.0297356,-1.30424,-1.17853,-4.33084,0.0267367,0.0690198,0.0469212,6.65076,0.197377,0.139554,291000,375
-2.71961,-1.87908,-1.63193,0.0338271,-1.06957,-1.12949,-3.95917,0.0259776,0.0725686,0.0614811,6.65246,0.196113,0.141422,292000,376
-2.78386,-1.98238,-1.75812,0.0568864,-0.827401,-1.09434,-4.05475,0.0245003,0.0744887,0.0562934,6.68611,0.196713,0.140103,293000,378
-2.57977,-1.81527,-1.58157,-0.0555151,-1.2009,-1.13816,-3.8004,0.0252629,0.0692518,0.0596277,6.65877,0.196544,0.137033,294000,379
-2.61724,-1.83027,-1.64832,0.0593088,-1.1833,-1.12953,-3.53831,0.0288952,0.0685263,0.0649741,6.70784,0.19264,0.138401,295000,380
-2.54975,-1.69118,-1.4389,-0.145546,-1.40221,-1.20336,-2.85832,0.0358364,0.0652751,0.0667886,6.60994,0.193629,0.140221,296000,382
-2.60106,-1.66966,-1.37665,-0.0584262,-1.57608,-1.16976,-3.44076,0.03046,0.0721801,0.0534424,6.51058,0.193553,0.13751,297000,383
-2.41312,-1.5136,-1.28375,-0.241487,-1.76263,-1.26324,-3.22933,0.0234505,0.081383,0.0520206,6.68268,0.198705,0.1404,298000,384
-2.25974,-1.36183,-1.10986,-0.292335,-2.1404,-1.24609,-3.27045,0.0245604,0.0713626,0.057019,6.62967,0.198134,0.139814,299000,385
-2.20982,-1.17528,-0.98101,-0.43635,-2.47335,-1.30707,-3.09128,0.0327655,0.0806062,0.0723324,6.68213,0.193967,0.139048,300000,386
-2.3268,-1.24799,-0.992643,-0.367826,-2.34052,-1.37495,-3.1265,0.0368458,0.0718115,0.0607096,6.57258,0.196909,0.139603,301000,388
-2.4249,-1.2099,-0.988431,-0.53039,-2.25413,-1.37916,-3.185,0.0405367,0.0686304,0.0633198,6.77418,0.19769,0.138646,302000,389
-2.3032,-1.28696,-1.05611,-0.307638,-2.26984,-1.29476,-4.0045,0.0310072,0.0669508,0.0589872,6.75072,0.199453,0.142173,303000,390
-2.40184,-1.45171,-1.20135,-0.316497,-1.88319,-1.30342,-3.90425,0.0225611,0.0823646,0.0728053,6.69143,0.196338,0.138457,304000,391
-2.4602,-1.40281,-1.1678,-0.269903,-1.98784,-1.30109,-3.76174,0.0298081,0.0756815,0.0608008,6.69561,0.194697,0.138646,305000,392
-2.45035,-1.56579,-1.38325,-0.222385,-1.71226,-1.23161,-4.00316,0.0267053,0.0726631,0.0725627,6.75208,0.197412,0.135775,306000,394
-2.65412,-1.749,-1.52721,-0.145424,-1.28789,-1.19286,-3.99581,0.0264144,0.0805082,0.0599811,6.66994,0.196396,0.136464,307000,395
-2.65734,-1.88501,-1.67292,0.00115912,-0.977079,-1.12813,-4.07982,0.0219329,0.074473,0.0522373,6.62294,0.196155,0.140514,308000,396
-2.51441,-1.76547,-1.52667,-0.0154078,-1.32102,-1.14089,-4.02548,0.0239877,0.0649554,0.0547743,6.60436,0.194709,0.140244,309000,397
-2.44565,-1.70389,-1.44723,-0.0975959,-1.43813,-1.21617,-3.64715,0.0212696,0.0691647,0.0323823,6.68336,0.195785,0.137075,310000,398
-2.5137,-1.6855,-1.48046,-0.0911835,-1.48417,-1.14845,-3.53755,0.0225403,0.0825227,0.0627268,6.5397,0.197905,0.138056,311000,400
-2.47767,-1.48877,-1.22466,-0.237972,-1.92156,-1.21551,-3.69171,0.0367931,0.0550432,0.0761982,6.6241,0.193499,0.140911,312000,401
-2.24897,-1.36292,-1.10161,-0.266154,-2.08836,-1.24646,-3.4554,0.0248648,0.0666938,0.0345896,6.68494,0.196746,0.138877,313000,402
-2.35238,-1.31661,-1.09181,-0.35378,-2.22322,-1.30463,-3.50766,0.0371511,0.0680104,0.081635,6.59424,0.195571,0.138656,314000,403
-2.16888,-1.18515,-0.962261,-0.347686,-2.57503,-1.31641,-3.23882,0.0309421,0.0786012,0.0823207,6.70464,0.195858,0.139637,315000,405
-2.18857,-1.18093,-0.927718,-0.400781,-2.483,-1.42229,-3.518,0.0321291,0.0808263,0.0537154,6.63687,0.197476,0.138404,316000,406
-2.31076,-1.21084,-1.00219,-0.560836,-2.28445,-1.40295,-3.21903,0.0404249,0.0605218,0.0819591,6.66998,0.196816,0.138131,317000,407
-2.34937,-1.04436,-0.792175,-0.515762,-2.7194,-1.44438,-3.66445,0.0322514,0.0825532,0.0528799,6.70511,0.194313,0.138877,318000,408
-2.18122,-1.05522,-0.839156,-0.629995,-2.63737,-1.41333,-3.56186,0.03839,0.0581464,0.0819645,6.67236,0.195669,0.139938,319000,409
-2.30726,-1.11625,-0.881936,-0.477233,-2.55954,-1.37856,-3.65559,0.0408415,0.0684764,0.0642543,6.68813,0.198295,0.139678,320000,418
-2.18513,-1.21022,-0.97072,-0.453144,-2.33835,-1.40043,-3.73978,0.0385757,0.0650836,0.0699013,6.54967,0.197838,0.138171,321000,420
-2.24249,-1.08886,-0.857422,-0.479734,-2.64483,-1.42876,-3.71162,0.032,0.0827009,0.0699906,6.64975,0.194078,0.138581,322000,421
-2.17334,-1.22481,-0.980481,-0.290544,-2.50638,-1.3403,-4.00472,0.026074,0.0821142,0.0679506,6.63656,0.198516,0.13762,323000,422
-2.20576,-0.912098,-0.689903,-0.630764,-2.98363,-1.47884,-4.40792,0.0389655,0.0736054,0.0710104,6.59198,0.197952,0.140073,324000,423
-2.17397,-0.903043,-0.693633,-0.650962,-2.89094,-1.56094,-4.48638,0.0375878,0.0693317,0.0669612,6.65638,0.196157,0.141066,325000,424
-2.22684,-1.01208,-0.772448,-0.544838,-2.80722,-1.42707,-4.22498,0.031543,0.078254,0.0571463,6.64316,0.198681,0.13723,326000,425
-2.09557,-0.93322,-0.684025,-0.570793,-2.99415,-1.46192,-3.57107,0.0360603,0.0782777,0.0605268,6.74646,0.197856,0.141086,327000,426
-2.42967,-1.23674,-1.06581,-0.439103,-2.2347,-1.35691,-3.95968,0.0398336,0.0661826,0.0715458,6.58493,0.198253,0.139652,328000,427
-2.46141,-1.4677,-1.28358,-0.278299,-1.8658,-1.25266,-4.4979,0.0324344,0.065026,0.0750939,6.81131,0.196761,0.139348,329000,428
-2.48171,-1.35297,-1.17397,-0.365438,-2.00877,-1.36163,-4.55737,0.0393533,0.068127,0.0663738,6.7746,0.197932,0.138028,330000,428
-2.36938,-1.37194,-1.14593,-0.387744,-1.99228,-1.33499,-4.58757,0.0360668,0.0681261,0.0646668,6.79888,0.199956,0.139007,331000,429
-2.34654,-1.40978,-1.21467,-0.250811,-1.99011,-1.25159,-3.84717,0.0286692,0.0728959,0.0708806,6.72969,0.195313,0.143189,332000,430
-2.52098,-1.58911,-1.38577,-0.147684,-1.68091,-1.17882,-3.90208,0.0326849,0.0687179,0.072866,6.65138,0.200597,0.140997,333000,431
-2.42201,-1.35866,-1.10098,-0.365062,-2.07936,-1.34439,-3.80591,0.0355107,0.067547,0.0558668,6.65586,0.194952,0.139361,334000,431
-2.31854,-1.33929,-1.12621,-0.267862,-2.18371,-1.28548,-3.90333,0.0262534,0.0853563,0.0626048,6.63486,0.196459,0.139057,335000,432
-2.24042,-1.43131,-1.20458,-0.180229,-1.98797,-1.27401,-3.31537,0.0266246,0.0677272,0.0554168,6.64891,0.197418,0.139816,336000,433
-2.54606,-1.42668,-1.21728,-0.3173,-1.94527,-1.26486,-3.41107,0.0360992,0.0692046,0.0655072,6.67981,0.195039,0.138716,337000,434
-2.27412,-1.32656,-1.09549,-0.312856,-2.16516,-1.27637,-3.18419,0.0338705,0.06013,0.059694,6.58443,0.19603,0.139648,338000,435
-2.46533,-1.40148,-1.15593,-0.267547,-2.03759,-1.27988,-2.78934,0.0356846,0.068664,0.0571558,6.64635,0.194667,0.140598,339000,435
-2.49343,-1.45323,-1.25609,-0.27959,-1.88434,-1.25369,-2.52414,0.0321927,0.0750658,0.067416,6.64718,0.195682,0.139397,340000,436
-2.45994,-1.5172,-1.2986,-0.227105,-1.77199,-1.24311,-3.01542,0.0318463,0.074268,0.0725267,6.6818,0.198572,0.138928,341000,437
