BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.23534,-1.32009,-1.13398,-0.388144,-1.7304,-1.04398,0.0882802,6.55953,0.182341,0.137484,3172000,8761
-2.19132,-1.20395,-1.07769,-0.568459,-1.72294,-1.11274,0.0881933,6.66688,0.184752,0.140126,3173000,8764
-2.21149,-1.32401,-1.12597,-0.441258,-1.58721,-1.11391,0.0861782,6.60839,0.181828,0.138363,3174000,8766
-2.23988,-1.39087,-1.22551,-0.413802,-1.49073,-1.06538,0.0941771,6.66932,0.183059,0.140093,3175000,8768
-2.13858,-1.3134,-1.13597,-0.420869,-1.68126,-1.03219,0.0900225,6.75337,0.185282,0.140971,3176000,8770
-2.09159,-1.19397,-1.0383,-0.508424,-1.91294,-1.02773,0.0839991,6.7333,0.185166,0.140039,3177000,8773
-2.14598,-1.34243,-1.15689,-0.387907,-1.65244,-1.08558,0.0850389,6.60393,0.183821,0.140233,3178000,8775
-2.26958,-1.25708,-1.11308,-0.418019,-1.77729,-1.11344,0.0907141,6.6647,0.185204,0.137291,3179000,8778
-2.15963,-1.17347,-0.981628,-0.582564,-1.91506,-1.17199,0.0906103,6.56616,0.184399,0.139207,3180000,8781
-2.17169,-1.24483,-1.05284,-0.483758,-1.87145,-1.14086,0.0913128,6.79131,0.18463,0.138651,3181000,8783
-2.13169,-1.1802,-0.993145,-0.479331,-1.96725,-1.12071,0.0876027,6.63848,0.183484,0.140607,3182000,8785
-2.15684,-1.12887,-0.94056,-0.574963,-1.98622,-1.18682,0.0894254,6.64967,0.182486,0.141416,3183000,8787
-2.10976,-1.19453,-1.0105,-0.545191,-1.89876,-1.17202,0.085991,6.81173,0.189614,0.137686,3184000,8790
-2.3,-1.30196,-1.13234,-0.404052,-1.71718,-1.07222,0.0867825,6.63126,0.186576,0.139616,3185000,8792
-2.18707,-1.11287,-0.895643,-0.562117,-2.12748,-1.13792,0.0940332,6.73564,0.188922,0.137603,3186000,8795
-2.15255,-1.17357,-1.00415,-0.596048,-1.87898,-1.17081,0.0885196,6.57342,0.184041,0.138359,3187000,8797
-2.24134,-1.30151,-1.10799,-0.454815,-1.66514,-1.09267,0.0853585,6.69981,0.185289,0.1386,3188000,8799
-2.01484,-1.1214,-0.903352,-0.550372,-2.1517,-1.14637,0.0840886,6.54787,0.184053,0.139657,3189000,8802
-2.11121,-1.24084,-1.04129,-0.448739,-1.85968,-1.15269,0.0868713,6.59445,0.18226,0.136971,3190000,8804
-2.26678,-1.32205,-1.15376,-0.407795,-1.68895,-1.07567,0.0866328,6.62779,0.180375,0.137352,3191000,8806
-2.09202,-1.28973,-1.11139,-0.462358,-1.74055,-1.08061,0.0807665,6.57655,0.186991,0.135976,3192000,8809
-2.06384,-1.33844,-1.16718,-0.316368,-1.68761,-1.01366,0.0702868,6.6336,0.186107,0.138817,3193000,8811
-2.16899,-1.14773,-0.954239,-0.606491,-2.02679,-1.06872,0.0963135,6.57655,0.1824,0.138001,3194000,8814
-1.97171,-1.12918,-0.953256,-0.486456,-2.11156,-1.1154,0.0879943,6.7056,0.184183,0.139094,3195000,8816
-2.01617,-1.16668,-0.997556,-0.541805,-1.91334,-1.16188,0.0855699,6.60052,0.183097,0.139428,3196000,8819
-2.15391,-1.25785,-1.08462,-0.459696,-1.80889,-1.08261,0.0905712,6.57006,0.185245,0.140039,3197000,8823
-2.07268,-1.16927,-1.00181,-0.556977,-1.9075,-1.14081,0.0901791,6.49899,0.184446,0.140024,3198000,8826
-2.19423,-1.23912,-1.03716,-0.553613,-1.7749,-1.10788,0.09696,6.62727,0.185311,0.140258,3199000,8829
-2.06719,-1.27427,-1.11184,-0.451752,-1.74813,-1.05619,0.0829801,6.66652,0.184008,0.139104,3200000,8833
-2.10943,-1.28052,-1.15405,-0.365082,-1.78382,-1.03086,0.0839263,6.61178,0.183609,0.137309,3201000,8835
-2.01621,-1.2035,-1.01443,-0.564896,-1.87476,-1.16809,0.084013,6.55236,0.183982,0.138486,3202000,8838
-1.96085,-1.12616,-0.95149,-0.57833,-1.99779,-1.15377,0.0841548,6.61312,0.182413,0.138966,3203000,8840
-2.11542,-1.09067,-0.910909,-0.542597,-2.17764,-1.1146,0.0931498,6.70906,0.185274,0.139117,3204000,8843
-2.1274,-1.18208,-0.960743,-0.588215,-1.95204,-1.1445,0.0947548,6.7975,0.183029,0.1404,3205000,8846
-2.27063,-1.44701,-1.23867,-0.235589,-1.56885,-0.964432,0.0858975,6.62667,0.185924,0.139307,3206000,8850
-2.06777,-1.31933,-1.14145,-0.452175,-1.63861,-1.02465,0.0781764,6.72962,0.183066,0.139006,3207000,8853
-2.18098,-1.33137,-1.16394,-0.418297,-1.65553,-1.04194,0.0905802,6.7532,0.183296,0.140489,3208000,8856
-2.34733,-1.59054,-1.38209,-0.26387,-1.23078,-1.0182,0.0869343,6.58212,0.184321,0.138375,3209000,8859
-2.23195,-1.42143,-1.24081,-0.400858,-1.42173,-1.0799,0.0815852,6.57206,0.184279,0.13881,3210000,8863
-2.24857,-1.51954,-1.34857,-0.282602,-1.29326,-0.96255,0.076795,6.69834,0.183195,0.13931,3211000,8866
-2.24304,-1.43398,-1.23419,-0.415567,-1.35184,-1.09276,0.0807923,6.65288,0.182797,0.137997,3212000,8869
-2.2355,-1.4902,-1.31915,-0.353611,-1.25659,-1.03799,0.0815201,6.64874,0.185642,0.138428,3213000,8871
-2.53534,-1.61314,-1.42103,-0.324026,-1.00707,-1.02989,0.090862,6.77293,0.186305,0.137877,3214000,8874
-2.60128,-1.86235,-1.71692,-0.111554,-0.475847,-0.873931,0.0818158,6.65003,0.183329,0.141175,3215000,8877
-2.47775,-1.81527,-1.68151,-0.107741,-0.60446,-0.890473,0.0714869,6.68515,0.186846,0.13604,3216000,8880
-2.6023,-1.81317,-1.63263,-0.0929797,-0.643283,-0.928408,0.0786259,6.67728,0.184394,0.141254,3217000,8882
-2.38069,-1.52873,-1.34598,-0.24143,-1.27706,-0.968475,0.0760795,6.74842,0.186867,0.13819,3218000,8885
-2.18912,-1.37764,-1.20206,-0.397414,-1.53146,-1.02532,0.0839391,6.76812,0.184893,0.138879,3219000,8887
-2.31188,-1.48168,-1.2953,-0.328673,-1.33583,-1.04702,0.0816176,6.57005,0.183801,0.139032,3220000,8920
-2.26044,-1.40685,-1.22,-0.341037,-1.50172,-1.05269,0.0851145,6.72445,0.183759,0.140109,3221000,8922
-2.1851,-1.44259,-1.24421,-0.339201,-1.46949,-1.02456,0.0816916,6.82451,0.182815,0.138366,3222000,8924
-2.2883,-1.57265,-1.393,-0.213146,-1.10072,-0.992461,0.070684,6.65229,0.184838,0.138006,3223000,8927
-2.38142,-1.63602,-1.47749,-0.310356,-0.911434,-0.960753,0.0774314,6.60477,0.185201,0.136815,3224000,8929
-2.19046,-1.48844,-1.31024,-0.370551,-1.28239,-1.01458,0.0758217,6.71453,0.183456,0.137411,3225000,8931
-2.29445,-1.55969,-1.39469,-0.280857,-1.15463,-0.92939,0.0773108,6.57251,0.18401,0.139619,3226000,8933
-2.09248,-1.27954,-1.07097,-0.482412,-1.78348,-1.05682,0.0887493,6.55216,0.183997,0.139464,3227000,8935
-2.34001,-1.49411,-1.30138,-0.398679,-1.24739,-1.013,0.0833616,6.68169,0.185003,0.139221,3228000,8937
-2.25851,-1.46542,-1.27813,-0.359364,-1.35328,-0.999252,0.0869582,6.61331,0.186095,0.140668,3229000,8939
-2.23583,-1.41695,-1.20025,-0.370761,-1.51262,-0.999548,0.082427,6.61028,0.185636,0.140331,3230000,8941
-2.10994,-1.24036,-1.08501,-0.567499,-1.72033,-1.09671,0.0827402,6.59038,0.186282,0.139238,3231000,8944
-2.03735,-1.19495,-0.981346,-0.454178,-2.03343,-1.13549,0.0845961,6.61358,0.184396,0.138129,3232000,8946
-1.98676,-1.17595,-0.967873,-0.536686,-1.98028,-1.0805,0.0820802,6.70436,0.183671,0.13859,3233000,8948
-2.17865,-1.38957,-1.1936,-0.373916,-1.5472,-0.984492,0.083379,6.73699,0.183662,0.139693,3234000,8950
-2.22587,-1.27456,-1.07379,-0.353532,-1.84382,-1.07195,0.0885219,6.61326,0.182921,0.140295,3235000,8952
-2.17206,-1.20637,-1.04134,-0.441356,-1.91532,-1.108,0.090192,6.75812,0.183734,0.14107,3236000,8954
-2.11342,-1.31259,-1.12797,-0.450872,-1.6747,-1.03377,0.0831041,6.76599,0.183908,0.140639,3237000,8956
-2.02286,-1.24527,-1.08448,-0.500716,-1.81605,-1.03788,0.0878932,6.61518,0.181848,0.139674,3238000,8958
-2.02512,-1.17496,-0.99121,-0.495043,-2.02353,-1.10897,0.0894692,6.77247,0.186468,0.137199,3239000,8960
-2.23389,-1.20342,-0.984631,-0.482336,-1.90275,-1.12307,0.0876324,6.63342,0.18503,0.140236,3240000,8963
-2.22767,-1.24078,-1.05275,-0.508581,-1.76728,-1.14782,0.0934145,6.65486,0.181805,0.140494,3241000,8965
-2.2243,-1.23469,-1.05939,-0.479525,-1.7998,-1.12858,0.0847755,6.69249,0.182389,0.139959,3242000,8967
-2.07738,-1.11197,-0.885566,-0.522354,-2.15498,-1.1691,0.0913794,6.54859,0.184294,0.137905,3243000,8969
-1.90952,-1.10599,-0.914857,-0.554715,-2.12859,-1.15301,0.0795115,6.60677,0.184032,0.137585,3244000,8971
-1.8981,-0.909753,-0.719101,-0.703196,-2.46791,-1.1939,0.0870225,6.61333,0.181712,0.141035,3245000,8973
-2.08553,-1.18397,-0.996069,-0.448866,-1.9815,-1.1035,0.0836401,6.49866,0.185586,0.139213,3246000,8975
-1.92858,-1.06938,-0.878541,-0.52074,-2.27162,-1.13577,0.0894756,6.74181,0.182475,0.139971,3247000,8977
-1.98149,-1.21418,-1.00977,-0.419568,-1.94021,-1.08026,0.0840437,6.66434,0.181655,0.138883,3248000,8979
-2.0866,-1.21037,-1.04347,-0.436075,-1.97313,-1.07866,0.0848785,6.70099,0.183186,0.138394,3249000,8981
-2.13149,-1.32504,-1.11846,-0.365174,-1.76715,-0.995221,0.0896125,6.63784,0.184282,0.137761,3250000,8984
-2.23455,-1.28881,-1.15119,-0.516565,-1.58238,-1.13464,0.0836599,6.65441,0.181946,0.138136,3251000,8986
-2.07921,-1.18692,-1.00608,-0.520466,-1.94,-1.08629,0.0943027,6.69683,0.181657,0.141041,3252000,8988
-2.15114,-1.32499,-1.2024,-0.472761,-1.54373,-1.03227,0.0837157,6.72234,0.18446,0.141534,3253000,8990
-2.17382,-1.35805,-1.18033,-0.375654,-1.61189,-1.03188,0.0836461,6.57504,0.182776,0.13831,3254000,8992
-2.14145,-1.29784,-1.08936,-0.508394,-1.64402,-1.15383,0.0789199,6.58944,0.181732,0.138285,3255000,8994
-2.01407,-1.1822,-0.982627,-0.526458,-1.90071,-1.13448,0.0867332,6.57334,0.184416,0.140195,3256000,8996
-2.13226,-1.2695,-1.07808,-0.386061,-1.81815,-1.06582,0.0868714,6.6191,0.183826,0.140689,3257000,8998
-2.1431,-1.24957,-1.08383,-0.440416,-1.83814,-1.0772,0.0837417,6.66315,0.184147,0.140291,3258000,9001
-2.12247,-1.25409,-1.0751,-0.415441,-1.80752,-1.15529,0.0863768,6.64115,0.184886,0.140755,3259000,9003
-2.155,-1.42389,-1.2346,-0.415503,-1.4115,-1.03408,0.079638,6.64495,0.185934,0.138497,3260000,9005
-2.25079,-1.44574,-1.26076,-0.258032,-1.45741,-0.972818,0.0818352,6.62669,0.185601,0.1401,3261000,9007
-2.16879,-1.44998,-1.25583,-0.322817,-1.44422,-1.02229,0.0813688,6.66031,0.183334,0.138146,3262000,9009
-2.17157,-1.19532,-0.995748,-0.440947,-1.96504,-1.12049,0.0867166,6.66935,0.183731,0.139585,3263000,9011
-1.97307,-1.0275,-0.841728,-0.608707,-2.23514,-1.17132,0.0831385,6.62512,0.185235,0.140553,3264000,9014
-2.06437,-1.04509,-0.86692,-0.559992,-2.22884,-1.1433,0.0916796,6.59116,0.183958,0.139692,3265000,9016
-2.1578,-1.17438,-1.00776,-0.536627,-1.89221,-1.15998,0.087939,6.59422,0.180587,0.137696,3266000,9018
-2.08867,-1.23991,-1.05393,-0.373056,-1.91081,-1.12896,0.087725,6.5872,0.182571,0.14091,3267000,9020
-2.07277,-1.22735,-1.04504,-0.426887,-1.88634,-1.07358,0.0872077,6.80137,0.182476,0.142241,3268000,9022
-2.05647,-1.2857,-1.11847,-0.391688,-1.7227,-1.03683,0.0788251,6.58389,0.180786,0.139382,3269000,9024
-2.25649,-1.31655,-1.11476,-0.444471,-1.64892,-1.12297,0.0925582,6.67296,0.18273,0.14115,3270000,9026
-2.08457,-1.18466,-1.01314,-0.548562,-1.83285,-1.16265,0.0820617,6.50988,0.185096,0.138385,3271000,9029
-2.10782,-1.29786,-1.11384,-0.423914,-1.74766,-1.01727,0.0868061,6.66833,0.184333,0.141801,3272000,9031
-2.07338,-1.16756,-0.9822,-0.535493,-1.91561,-1.1548,0.0873137,6.66309,0.182909,0.141012,3273000,9033
-2.01167,-1.13817,-0.961967,-0.541247,-2.02967,-1.1701,0.0884699,6.7248,0.186558,0.138417,3274000,9035
-1.88384,-1.00793,-0.863454,-0.613181,-2.33614,-1.15869,0.0871358,6.59368,0.186406,0.136913,3275000,9037
-1.85073,-0.916788,-0.717965,-0.66961,-2.50216,-1.23738,0.0864268,6.62021,0.184007,0.138646,3276000,9039
-2.04617,-1.00572,-0.848613,-0.630299,-2.27599,-1.24164,0.0915657,6.51936,0.184608,0.138182,3277000,9041
-2.01226,-1.18847,-0.968726,-0.520891,-1.95241,-1.07913,0.0878065,6.57513,0.184477,0.138091,3278000,9043
-2.00144,-1.18629,-1.00929,-0.360228,-2.03243,-1.05858,0.0819007,6.7529,0.184568,0.139679,3279000,9045
-2.38011,-1.46213,-1.29378,-0.353146,-1.3653,-1.03325,0.0822547,6.68411,0.182405,0.139859,3280000,9047
-2.12597,-1.21286,-1.05671,-0.560306,-1.83646,-1.0985,0.0852937,6.64973,0.183715,0.138763,3281000,9050
-2.1778,-1.28479,-1.08245,-0.435112,-1.82994,-1.11772,0.0843531,6.5858,0.184847,0.138427,3282000,9052
-1.96006,-1.05606,-0.88139,-0.587565,-2.19188,-1.16228,0.0889667,6.65422,0.185315,0.135276,3283000,9054
-1.98296,-1.18328,-0.98105,-0.381116,-2.02677,-1.14256,0.078429,6.73675,0.182879,0.13899,3284000,9056
-2.10205,-1.29377,-1.11129,-0.40768,-1.74371,-1.09039,0.079057,6.70821,0.183139,0.137378,3285000,9058
-2.27468,-1.24802,-1.06513,-0.448757,-1.8373,-1.11392,0.0871484,6.62373,0.183033,0.136707,3286000,9060
-2.07869,-1.186,-1.03778,-0.5006,-1.9028,-1.15131,0.0920899,6.69152,0.180436,0.139345,3287000,9062
-2.09437,-1.33492,-1.15839,-0.377947,-1.63592,-1.08229,0.080466,6.73322,0.184481,0.140081,3288000,9064
-2.17565,-1.07982,-0.877243,-0.589981,-2.17053,-1.18581,0.0914527,6.68775,0.185974,0.138652,3289000,9066
-1.93005,-0.983401,-0.808093,-0.607393,-2.37066,-1.17099,0.0905182,6.644,0.182875,0.139262,3290000,9069
-2.0277,-1.0541,-0.852555,-0.516328,-2.371,-1.10226,0.0900912,6.66465,0.185682,0.137407,3291000,9071
-1.96885,-1.13135,-0.951872,-0.573661,-1.97312,-1.183,0.0823503,6.70897,0.182411,0.140677,3292000,9073
-2.12229,-1.15097,-0.935942,-0.58301,-1.97705,-1.135,0.0873385,6.71341,0.183384,0.140376,3293000,9075
-2.0661,-1.13879,-0.908594,-0.595494,-1.97282,-1.22554,0.0876711,6.60564,0.181876,0.139627,3294000,9077
-2.01462,-1.15948,-0.947368,-0.517741,-1.98759,-1.14004,0.0898078,6.72258,0.182723,0.139622,3295000,9079
-2.0866,-1.05794,-0.832279,-0.593401,-2.22749,-1.22985,0.0929966,6.63778,0.184521,0.138803,3296000,9081
-2.10673,-1.1722,-0.961712,-0.544888,-1.9583,-1.12238,0.0881943,6.64369,0.180902,0.138797,3297000,9083
-1.90061,-1.03938,-0.842032,-0.548616,-2.27572,-1.18532,0.0790108,6.65994,0.184363,0.137848,3298000,9085
-1.96638,-1.10351,-0.909983,-0.449872,-2.27655,-1.1552,0.0886831,6.68755,0.18641,0.138531,3299000,9087
-2.20448,-1.42707,-1.18574,-0.389486,-1.54481,-1.10938,0.0898677,6.62053,0.187961,0.136209,3300000,9090
-2.25832,-1.30853,-1.11388,-0.503248,-1.62537,-1.16201,0.0901872,6.72994,0.181696,0.137918,3301000,9092
-2.10589,-1.2237,-1.0663,-0.480757,-1.87093,-1.13366,0.091502,6.73569,0.182058,0.138053,3302000,9094
-2.10686,-1.16617,-0.992251,-0.525116,-1.93049,-1.1124,0.0866406,6.65753,0.181462,0.139521,3303000,9096
-2.29722,-1.4137,-1.25454,-0.398052,-1.43803,-1.0796,0.0898933,6.66568,0.187498,0.136173,3304000,9098
-2.08072,-1.27916,-1.06671,-0.475363,-1.77161,-1.09076,0.0891689,6.60227,0.185029,0.139737,3305000,9100
-1.97854,-1.21192,-1.01859,-0.426297,-1.98575,-1.07436,0.0799831,6.8159,0.183719,0.138064,3306000,9102
-2.27899,-1.30824,-1.16287,-0.377392,-1.66594,-1.1012,0.0836888,6.63504,0.185138,0.138507,3307000,9104
-2.1287,-1.2379,-1.02012,-0.496468,-1.84692,-1.1422,0.0918974,6.64512,0.187804,0.139214,3308000,9106
-2.06749,-1.22133,-1.01804,-0.51827,-1.82535,-1.05693,0.0869596,6.7085,0.184639,0.143226,3309000,9108
-2.20831,-1.43275,-1.19026,-0.379782,-1.50904,-1.05106,0.0813383,6.62242,0.186326,0.138585,3310000,9111
-2.21092,-1.18477,-0.985929,-0.529923,-1.91889,-1.16999,0.0930589,6.72755,0.185048,0.140046,3311000,9113
-2.0095,-1.13247,-0.97564,-0.569507,-1.97415,-1.14897,0.0833227,6.63953,0.186148,0.138848,3312000,9115
-2.07746,-1.19796,-1.03424,-0.47936,-1.85411,-1.08895,0.0903118,6.62232,0.183778,0.138562,3313000,9117
-2.16812,-1.21435,-1.07215,-0.53536,-1.82791,-1.14337,0.0896826,6.60506,0.182417,0.137167,3314000,9119
-2.08916,-1.24998,-1.0922,-0.450832,-1.80063,-1.11851,0.0855736,6.7687,0.184748,0.139341,3315000,9121
-2.09483,-1.26977,-1.06393,-0.451057,-1.82296,-1.03781,0.0850758,6.55429,0.185986,0.139235,3316000,9123
-2.07247,-1.16208,-0.993581,-0.58072,-1.9042,-1.1819,0.0899108,6.52283,0.185629,0.138854,3317000,9126
-1.88834,-1.06874,-0.875415,-0.691477,-2.12977,-1.15919,0.0825214,6.67137,0.185694,0.136828,3318000,9128
-1.97886,-1.18504,-1.01609,-0.557966,-1.90678,-1.15442,0.0855113,6.7766,0.185545,0.138739,3319000,9130
-2.06912,-1.2669,-1.09751,-0.498396,-1.70856,-1.17794,0.0791344,6.74331,0.185378,0.13883,3320000,9132
-2.17749,-1.31267,-1.09148,-0.473414,-1.744,-1.08193,0.0903764,6.63568,0.182111,0.136859,3321000,9134
-2.26064,-1.74617,-1.54095,-0.00642575,-0.988248,-0.890428,0.067924,6.62026,0.183916,0.139632,3322000,9136
-2.36485,-1.62935,-1.45275,-0.148246,-1.15075,-0.942536,0.0805034,6.81013,0.185113,0.137212,3323000,9138
-2.17973,-1.4606,-1.27727,-0.30196,-1.431,-1.00363,0.0727113,6.61209,0.186678,0.138792,3324000,9140
-2.23177,-1.50633,-1.27937,-0.290365,-1.47945,-0.983919,0.0809232,6.66289,0.185466,0.137436,3325000,9142
-2.16818,-1.42494,-1.22353,-0.316537,-1.50306,-1.02609,0.0789951,6.64875,0.187276,0.141142,3326000,9144
-2.21373,-1.36402,-1.18389,-0.374575,-1.57713,-1.05024,0.0879168,6.69432,0.186859,0.139652,3327000,9147
-2.21918,-1.31182,-1.1302,-0.440792,-1.71065,-1.06948,0.0929429,6.55504,0.184967,0.138912,3328000,9149
-2.12041,-1.19774,-1.03142,-0.461229,-1.95551,-1.08304,0.0850544,6.71108,0.182772,0.138814,3329000,9151
-2.15715,-1.22616,-1.03838,-0.501899,-1.87107,-1.05964,0.079775,6.56889,0.184993,0.140456,3330000,9153
-2.14384,-1.28447,-1.09002,-0.466341,-1.74039,-1.09994,0.0867814,6.65323,0.1838,0.139886,3331000,9155
-2.1182,-1.22455,-1.03181,-0.432538,-1.89193,-1.14783,0.0851,6.65855,0.185004,0.139838,3332000,9157
-2.33603,-1.52759,-1.35248,-0.314632,-1.20355,-1.02961,0.0841356,6.74247,0.184206,0.138766,3333000,9159
-2.45272,-1.77132,-1.55709,-0.0683894,-0.878799,-0.969596,0.0728572,6.64749,0.18535,0.135351,3334000,9161
-2.31778,-1.54307,-1.34632,-0.273297,-1.25543,-1.02476,0.081986,6.61247,0.185656,0.138767,3335000,9163
-2.40272,-1.558,-1.38191,-0.34647,-1.14047,-0.973737,0.0819441,6.74435,0.188036,0.138283,3336000,9166
-2.30284,-1.44796,-1.29257,-0.3637,-1.37796,-1.07052,0.0852154,6.73125,0.185115,0.138257,3337000,9168
-2.20684,-1.35901,-1.1533,-0.349237,-1.69176,-1.04226,0.0846278,6.68645,0.186253,0.137914,3338000,9170
-2.17879,-1.48954,-1.29439,-0.361499,-1.35796,-1.04456,0.081203,6.63207,0.185322,0.138019,3339000,9172
-2.14801,-1.37405,-1.178,-0.413505,-1.56968,-1.05611,0.0846681,6.69246,0.18596,0.138935,3340000,9174
-2.14975,-1.43106,-1.27131,-0.299277,-1.48209,-1.09588,0.0780994,6.63748,0.185251,0.136575,3341000,9176
-2.24495,-1.48891,-1.3237,-0.371339,-1.24204,-1.00464,0.0812214,6.71266,0.185843,0.138095,3342000,9178
-2.41183,-1.49956,-1.34808,-0.27981,-1.30454,-1.08383,0.0844658,6.65524,0.186709,0.13823,3343000,9180
-2.23766,-1.40083,-1.23675,-0.455306,-1.41591,-1.03309,0.0855065,6.75284,0.185174,0.139043,3344000,9182
-2.28476,-1.462,-1.27954,-0.30869,-1.42884,-1.0166,0.0844513,6.75011,0.184781,0.137431,3345000,9184
-2.08605,-1.23383,-0.991914,-0.397687,-1.99168,-1.06542,0.0861141,6.76825,0.185181,0.139874,3346000,9186
-2.08088,-1.14554,-0.987638,-0.568162,-1.98119,-1.08005,0.0820273,6.76766,0.185068,0.137526,3347000,9188
-2.0168,-1.19033,-1.00037,-0.468559,-2.00317,-1.13328,0.0908553,6.59571,0.183343,0.137029,3348000,9190
-2.02703,-1.23233,-1.03464,-0.488379,-1.84179,-1.12534,0.0824044,6.65071,0.186026,0.140553,3349000,9192
-2.10927,-1.29555,-1.08887,-0.399419,-1.81229,-1.06013,0.0826223,6.65551,0.183708,0.137661,3350000,9194
-2.03957,-1.2686,-1.09571,-0.409971,-1.83989,-1.09178,0.0836428,6.54857,0.187842,0.137817,3351000,9196
-2.23577,-1.4045,-1.21697,-0.36534,-1.54482,-0.978787,0.085142,6.80204,0.185273,0.137511,3352000,9198
-2.1596,-1.3479,-1.16169,-0.452798,-1.56658,-1.07506,0.0852526,6.66338,0.184262,0.137965,3353000,9201
-2.222,-1.37882,-1.18599,-0.353854,-1.57103,-1.0766,0.0838725,6.7687,0.184856,0.137192,3354000,9203
-2.25696,-1.46221,-1.31024,-0.357667,-1.3641,-0.96737,0.0874253,6.69783,0.186173,0.137809,3355000,9205
-2.41511,-1.53365,-1.37275,-0.301192,-1.21848,-0.994116,0.085575,6.61618,0.187822,0.138181,3356000,9207
-2.20911,-1.52787,-1.31373,-0.324085,-1.24828,-0.996787,0.0718022,6.64183,0.186705,0.139025,3357000,9209
-2.2529,-1.53499,-1.33523,-0.289047,-1.28389,-0.983719,0.0777304,6.63261,0.18468,0.138114,3358000,9211
-2.48813,-1.52449,-1.35422,-0.354541,-1.18771,-1.10086,0.0923306,6.68186,0.18445,0.13697,3359000,9213
-2.19854,-1.42038,-1.21625,-0.339109,-1.51753,-1.04297,0.0795594,6.70255,0.182545,0.138228,3360000,9215
-2.23566,-1.44649,-1.2746,-0.326809,-1.41146,-1.03922,0.0881674,6.69553,0.183113,0.140982,3361000,9217
-2.27422,-1.52447,-1.35105,-0.288318,-1.26609,-1.02782,0.0815487,6.56765,0.185869,0.137562,3362000,9219
-2.1282,-1.49567,-1.29531,-0.32677,-1.35429,-1.00965,0.0794128,6.62668,0.185111,0.139165,3363000,9221
-2.15421,-1.33355,-1.16058,-0.432965,-1.64671,-1.02514,0.0882808,6.73848,0.182822,0.13774,3364000,9223
-2.00541,-1.2694,-1.07888,-0.418643,-1.781,-1.05625,0.0730729,6.60748,0.182861,0.138865,3365000,9225
-2.17069,-1.37566,-1.21292,-0.310555,-1.68815,-1.01266,0.0868549,6.6934,0.183793,0.135384,3366000,9227
-2.14226,-1.35947,-1.21608,-0.367778,-1.60252,-1.04195,0.0795539,6.51881,0.185101,0.138683,3367000,9229
-2.17753,-1.39034,-1.22348,-0.376877,-1.4774,-0.979591,0.0771622,6.66422,0.184767,0.140175,3368000,9231
-2.16735,-1.36559,-1.20133,-0.416754,-1.46652,-1.10293,0.0844817,6.72004,0.186721,0.140117,3369000,9233
-2.21621,-1.44306,-1.2522,-0.34696,-1.40142,-1.11172,0.0808685,6.72505,0.183802,0.139852,3370000,9235
-2.30051,-1.45953,-1.3278,-0.261393,-1.40607,-0.988186,0.0854818,6.68086,0.184299,0.137784,3371000,9237
-2.2155,-1.38969,-1.24085,-0.359678,-1.52566,-1.0782,0.0810955,6.71248,0.18661,0.138393,3372000,9239
-2.24665,-1.30266,-1.13345,-0.508882,-1.6837,-1.09241,0.0921399,6.5762,0.182526,0.137243,3373000,9242
-2.08978,-1.27123,-1.12863,-0.374305,-1.76563,-1.07644,0.0826747,6.68675,0.184123,0.139546,3374000,9244
-2.03101,-1.1421,-0.98481,-0.535429,-2.00572,-1.15761,0.0835803,6.74765,0.18197,0.13759,3375000,9246
-2.03138,-1.1517,-0.958946,-0.482281,-2.07126,-1.14778,0.0815165,6.71567,0.180976,0.138793,3376000,9248
-2.13885,-1.34742,-1.1627,-0.338582,-1.72977,-1.05061,0.083054,6.69374,0.187373,0.136814,3377000,9250
-2.12347,-1.43162,-1.2327,-0.316664,-1.46968,-1.08845,0.0772435,6.65221,0.184457,0.140138,3378000,9252
-2.08912,-1.35396,-1.16118,-0.35977,-1.62229,-1.02297,0.079814,6.57589,0.187803,0.138262,3379000,9254
-2.20767,-1.43402,-1.2393,-0.343923,-1.47823,-1.00374,0.079852,6.697,0.183416,0.138392,3380000,9256
-2.18118,-1.3228,-1.17262,-0.420445,-1.71043,-1.06243,0.0906011,6.61347,0.185053,0.138905,3381000,9258
-2.13263,-1.38828,-1.18739,-0.293147,-1.64713,-1.00621,0.0780931,6.69501,0.183988,0.137239,3382000,9260
-2.12967,-1.39302,-1.20217,-0.377897,-1.52963,-1.0477,0.0808663,6.63699,0.184611,0.136279,3383000,9262
-2.27987,-1.38271,-1.22309,-0.347581,-1.52456,-1.06978,0.0848758,6.55443,0.182974,0.138939,3384000,9264
-2.27023,-1.32304,-1.11921,-0.392948,-1.70633,-1.09675,0.0850329,6.67449,0.182556,0.139678,3385000,9266
-2.08012,-1.19638,-1.01321,-0.524442,-1.93757,-1.10671,0.088628,6.70729,0.183437,0.140022,3386000,9268
-2.08384,-1.1158,-0.94992,-0.568032,-2.03508,-1.18679,0.0868762,6.67362,0.184648,0.138164,3387000,9270
-2.04493,-1.20832,-0.992955,-0.471212,-1.93621,-1.13485,0.0874125,6.74198,0.183312,0.138876,3388000,9272
-2.04313,-1.23342,-1.07212,-0.438433,-1.87157,-1.08118,0.0826546,6.6492,0.184891,0.138223,3389000,9274
