BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.01145,-1.20747,-1.10694,-0.543103,-1.5888,-0.884491,0.0794309,6.69322,0.195958,0.151203,217000,400
-2.02201,-1.09634,-0.945469,-0.726848,-1.71112,-0.982372,0.0797142,6.63239,0.199197,0.149349,218000,404
-2.01204,-1.12079,-0.998892,-0.58089,-1.74172,-0.923618,0.0713045,6.7074,0.199662,0.148576,219000,407
-1.92278,-1.03914,-0.902031,-0.619254,-1.95877,-0.970567,0.0852032,6.69363,0.198855,0.147507,220000,421
-2.1125,-1.19586,-1.03094,-0.52297,-1.70933,-0.88344,0.083594,6.77155,0.198467,0.149991,221000,424
-2.05032,-1.28476,-1.15352,-0.537763,-1.4298,-0.790797,0.0764886,6.65324,0.200653,0.148451,222000,426
-1.99343,-1.32997,-1.20884,-0.551239,-1.32388,-0.867669,0.0762617,6.59251,0.19627,0.148579,223000,429
-2.03397,-1.2,-1.05282,-0.59944,-1.60148,-0.908361,0.0807574,6.70826,0.198206,0.149031,224000,431
-2.03209,-1.23511,-1.11499,-0.647129,-1.48431,-0.907666,0.075275,6.59178,0.194602,0.147529,225000,434
-2.03111,-1.29054,-1.1688,-0.441452,-1.48161,-0.844368,0.083083,6.6913,0.200589,0.149463,226000,436
-1.99195,-1.21974,-1.06717,-0.626812,-1.50518,-0.826416,0.0745129,6.6322,0.198593,0.150682,227000,439
-2.12471,-1.2085,-1.07727,-0.6076,-1.56611,-0.88314,0.0871446,6.64369,0.196452,0.148785,228000,441
-1.86688,-1.08953,-0.942971,-0.611792,-1.89341,-0.896623,0.0804954,6.84686,0.19695,0.149624,229000,443
-1.75853,-0.938094,-0.843989,-0.724317,-2.13047,-0.98273,0.0748393,6.61646,0.198766,0.146323,230000,445
-1.91377,-1.02241,-0.887613,-0.719412,-1.9758,-0.9266,0.081912,6.70724,0.199894,0.15024,231000,448
-2.03227,-1.33389,-1.21305,-0.455398,-1.41949,-0.829867,0.0786582,6.67698,0.199862,0.149722,232000,451
-2.09763,-1.35415,-1.2292,-0.536491,-1.21879,-0.828958,0.0716407,6.66257,0.195623,0.148154,233000,453
-2.12329,-1.25339,-1.16382,-0.631827,-1.34883,-0.935273,0.0812532,6.67556,0.198162,0.150666,234000,456
-2.09117,-1.29575,-1.17908,-0.564172,-1.31575,-0.899125,0.0814265,6.58463,0.198626,0.147451,235000,460
-2.08409,-1.21832,-1.09717,-0.559947,-1.59076,-0.889964,0.0767169,6.69128,0.195078,0.149105,236000,463
-1.97226,-1.07223,-0.987771,-0.718401,-1.74246,-0.955924,0.0788786,6.62983,0.19747,0.151019,237000,466
-1.99366,-1.20925,-1.0601,-0.559443,-1.62039,-0.888215,0.0766154,6.73261,0.196405,0.149405,238000,469
-1.97971,-1.34464,-1.2167,-0.421843,-1.33691,-0.8286,0.0703806,6.6389,0.198354,0.148074,239000,472
-2.13795,-1.4453,-1.34501,-0.440026,-1.04572,-0.810926,0.0705669,6.59247,0.196735,0.148321,240000,475
-2.18015,-1.33549,-1.24032,-0.507651,-1.33926,-0.823673,0.0820761,6.60257,0.196613,0.149387,241000,479
-1.98712,-1.1813,-1.03778,-0.652641,-1.5473,-0.951294,0.0823981,6.63366,0.196469,0.148589,242000,482
-1.89235,-1.06753,-0.91596,-0.730321,-1.80533,-0.985431,0.0836843,6.66815,0.197877,0.148607,243000,485
-1.95463,-1.10189,-0.984392,-0.638742,-1.75808,-0.924354,0.0740646,6.51566,0.200165,0.14901,244000,489
-1.98191,-1.08787,-0.972595,-0.657289,-1.82486,-0.929417,0.0829994,6.61203,0.199672,0.14958,245000,492
-1.93817,-1.05548,-0.956907,-0.68717,-1.80109,-0.960984,0.0758737,6.65768,0.194865,0.147961,246000,495
-2.0416,-1.124,-0.990575,-0.615996,-1.75485,-0.933626,0.0834559,6.65416,0.196465,0.149303,247000,497
-2.03469,-1.31057,-1.16497,-0.454856,-1.45999,-0.854544,0.0721763,6.61874,0.195884,0.14812,248000,500
-2.24918,-1.31719,-1.21199,-0.54122,-1.30234,-0.818761,0.0866363,6.75209,0.19726,0.149212,249000,503
-2.13036,-1.43315,-1.24736,-0.440918,-1.19125,-0.851233,0.0711752,6.5935,0.196731,0.149765,250000,505
-2.0325,-1.24905,-1.09868,-0.575707,-1.51844,-0.931306,0.0788715,6.5281,0.200052,0.149607,251000,508
-2.05885,-1.2825,-1.10938,-0.482814,-1.53619,-0.858859,0.0794799,6.81749,0.197735,0.149649,252000,511
-1.96034,-1.26958,-1.14925,-0.543848,-1.41048,-0.890226,0.0748144,6.58942,0.197171,0.148831,253000,514
-2.17228,-1.21461,-1.07752,-0.597233,-1.56391,-0.895694,0.0832715,6.67995,0.195089,0.148341,254000,517
-1.97492,-1.02333,-0.912468,-0.686473,-1.89313,-0.959123,0.0851702,6.60245,0.197293,0.148938,255000,519
-2.03104,-1.08962,-1.01915,-0.664494,-1.72885,-0.939405,0.0855572,6.74806,0.194617,0.148904,256000,522
-2.00573,-1.24271,-1.07783,-0.536005,-1.60767,-0.828188,0.0815927,6.59202,0.199378,0.150271,257000,525
-2.13095,-1.23997,-1.08208,-0.588984,-1.58161,-0.868756,0.0874215,6.75554,0.196253,0.148929,258000,527
-2.1371,-1.43223,-1.25228,-0.364165,-1.25176,-0.780224,0.0744042,6.70984,0.195027,0.1488,259000,530
-2.08625,-1.29418,-1.11949,-0.498882,-1.51494,-0.838098,0.0852929,6.7446,0.194571,0.149952,260000,533
-1.9442,-1.02505,-0.940757,-0.734607,-1.84259,-0.994034,0.0851362,6.58195,0.195407,0.150915,261000,536
-1.88992,-1.02393,-0.882582,-0.644356,-2.03968,-0.918781,0.0784392,6.56444,0.200003,0.148602,262000,539
-1.82799,-0.946727,-0.797432,-0.750985,-2.11735,-0.995725,0.0829199,6.68518,0.196703,0.148968,263000,542
-1.84844,-1.00649,-0.840509,-0.700994,-2.03129,-0.974064,0.0804617,6.6959,0.197426,0.147247,264000,544
-2.00105,-1.20477,-1.04821,-0.515396,-1.68411,-0.869201,0.0820641,6.66632,0.195157,0.149272,265000,546
-2.02043,-1.14411,-1.01715,-0.63977,-1.71551,-0.884421,0.0831823,6.62755,0.195827,0.14925,266000,549
-2.07306,-1.29324,-1.16674,-0.53486,-1.44669,-0.86231,0.0786684,6.81781,0.196283,0.147936,267000,552
-1.91265,-1.09206,-0.974608,-0.672093,-1.83013,-0.943529,0.0794546,6.68071,0.196162,0.146668,268000,554
-1.90781,-1.11739,-0.973533,-0.567319,-1.89376,-0.88533,0.0753444,6.61507,0.196469,0.147519,269000,558
-2.023,-1.10017,-0.977729,-0.606,-1.86621,-0.892615,0.0790204,6.66542,0.195246,0.147492,270000,560
-2.00339,-1.15462,-1.03871,-0.690435,-1.63668,-0.941561,0.0766731,6.6069,0.196021,0.149145,271000,563
-2.07764,-1.23478,-1.09561,-0.550135,-1.62463,-0.918438,0.0889231,6.61093,0.195711,0.146179,272000,566
-2.01815,-1.15201,-1.01886,-0.593949,-1.73678,-0.902403,0.0795349,6.73357,0.194905,0.145443,273000,570
-2.07182,-1.26233,-1.13548,-0.53613,-1.50948,-0.941929,0.0805927,6.59735,0.192715,0.147172,274000,572
-2.08475,-1.12446,-0.960368,-0.696359,-1.71943,-0.963855,0.0849318,6.66785,0.195003,0.149345,275000,574
-1.79853,-0.95206,-0.827184,-0.775336,-2.10637,-1.00951,0.0832543,6.76825,0.197921,0.150475,276000,577
-1.94954,-0.95312,-0.854336,-0.847367,-2.0306,-0.986339,0.0933518,6.63113,0.197893,0.146408,277000,580
-2.09423,-1.13679,-1.00301,-0.707341,-1.68634,-0.977444,0.0887158,6.61542,0.196661,0.146993,278000,583
-2.03087,-1.22031,-1.05641,-0.66241,-1.57378,-0.902288,0.0825033,6.82977,0.195905,0.148105,279000,585
-1.94251,-1.11425,-1.01349,-0.700804,-1.7808,-0.948041,0.0747053,6.66851,0.198968,0.146923,280000,588
-1.93988,-1.03664,-0.900306,-0.644926,-2.03019,-0.939601,0.0850676,6.56942,0.198424,0.147468,281000,591
-2.04045,-0.995238,-0.859629,-0.774322,-1.93505,-1.08711,0.0896634,6.54522,0.198914,0.147549,282000,595
-1.9852,-0.93738,-0.83435,-0.745313,-2.1395,-1.0316,0.0943365,6.71639,0.19616,0.147365,283000,597
-1.8904,-1.11966,-0.959082,-0.619411,-1.81939,-0.955788,0.0823173,6.76098,0.197348,0.147984,284000,599
-1.85647,-0.890731,-0.71832,-0.826114,-2.2696,-1.04124,0.0841458,6.51,0.19424,0.147084,285000,602
-1.78506,-0.82629,-0.718115,-0.872837,-2.30641,-1.06815,0.0847366,6.51731,0.195504,0.148677,286000,605
-1.74517,-0.932738,-0.780614,-0.754151,-2.14571,-1.04603,0.0826436,6.64876,0.19552,0.149676,287000,608
-1.82429,-0.940271,-0.779258,-0.780575,-2.16956,-0.999402,0.0799321,6.73039,0.197309,0.147473,288000,610
-1.93005,-1.11987,-0.982478,-0.675737,-1.77671,-0.958112,0.0847536,6.60939,0.195796,0.148232,289000,612
-1.98607,-1.15798,-1.03583,-0.577265,-1.771,-0.958879,0.0801587,6.62199,0.195418,0.144893,290000,615
-1.95145,-1.07494,-0.926567,-0.657721,-1.93988,-0.991348,0.0830162,6.6718,0.195941,0.146593,291000,618
-1.97981,-1.18217,-1.01975,-0.618069,-1.68854,-0.944331,0.0803749,6.52946,0.197251,0.149732,292000,621
-1.92665,-1.14707,-0.999795,-0.640458,-1.78711,-0.928947,0.0787941,6.60461,0.197749,0.146203,293000,623
-2.0643,-1.2017,-1.05932,-0.561225,-1.6897,-0.89926,0.085725,6.64694,0.192218,0.147785,294000,625
-2.04354,-1.12927,-1.02678,-0.626588,-1.69165,-0.961807,0.0841287,6.59457,0.196907,0.147607,295000,628
-1.96693,-1.25932,-1.14123,-0.493217,-1.56888,-0.838994,0.0742587,6.63326,0.197855,0.144724,296000,631
-2.20878,-1.20888,-1.08165,-0.509894,-1.63439,-0.903926,0.085246,6.73627,0.193709,0.147904,297000,633
-1.92717,-1.07071,-0.939906,-0.628682,-1.86244,-0.949895,0.0770487,6.74156,0.199881,0.149072,298000,636
-2.18472,-1.44575,-1.32843,-0.407024,-1.19768,-0.807124,0.0810199,6.71243,0.195837,0.147424,299000,638
-2.30626,-1.39889,-1.25371,-0.469003,-1.24942,-0.907187,0.0880445,6.61842,0.199093,0.14643,300000,641
-2.10672,-1.45991,-1.32912,-0.481651,-1.05031,-0.839784,0.0722361,6.57298,0.195799,0.146643,301000,644
-2.11167,-1.18237,-1.00082,-0.616766,-1.72046,-0.970651,0.0877069,6.59135,0.195746,0.146856,302000,646
-1.92767,-1.03653,-0.920122,-0.741448,-1.89772,-1.06764,0.0850818,6.62801,0.196395,0.147001,303000,649
-1.86601,-1.05441,-0.93633,-0.63959,-1.94145,-0.989397,0.083003,6.61982,0.195674,0.148937,304000,651
-1.92648,-1.14044,-1.02769,-0.585032,-1.81021,-0.901575,0.0797246,6.7114,0.198025,0.146995,305000,655
-1.82651,-0.925256,-0.815017,-0.657954,-2.21632,-1.02671,0.0763073,6.66421,0.193223,0.147603,306000,657
-1.88253,-0.9082,-0.804078,-0.783101,-2.2095,-1.01419,0.0920797,6.63123,0.1949,0.144709,307000,659
-1.87374,-1.09781,-0.992323,-0.682254,-1.80562,-0.975961,0.0860217,6.71778,0.197445,0.145898,308000,663
-1.96341,-1.07879,-0.881022,-0.722798,-1.86527,-1.01545,0.0826538,6.73028,0.197347,0.147232,309000,665
-1.94733,-1.10963,-0.985928,-0.673176,-1.77391,-0.978874,0.0791393,6.82163,0.194528,0.148006,310000,667
-1.90493,-1.04185,-0.916318,-0.719551,-1.95586,-1.01585,0.0845334,6.65811,0.196348,0.146787,311000,670
-1.89185,-1.11813,-1.01457,-0.64592,-1.73344,-0.919713,0.0796355,6.74559,0.196292,0.149585,312000,672
-1.88801,-1.01319,-0.864782,-0.760884,-1.95973,-1.05303,0.0813555,6.72329,0.196237,0.146646,313000,676
-1.79033,-0.841847,-0.718566,-0.786729,-2.37012,-1.09442,0.0848695,6.75752,0.195879,0.146451,314000,679
-1.92061,-1.09332,-0.984772,-0.614142,-1.8995,-1.0223,0.0854037,6.57144,0.192904,0.146526,315000,682
-2.02179,-1.20246,-1.08878,-0.620146,-1.57914,-0.962914,0.0870963,6.6941,0.198814,0.147155,316000,685
-1.94808,-1.12405,-0.972969,-0.605827,-1.83914,-0.98825,0.0802867,6.51174,0.195905,0.149217,317000,687
-1.92896,-1.12235,-0.980155,-0.626209,-1.89698,-0.965672,0.08553,6.61645,0.196851,0.14632,318000,689
-2.02389,-1.07731,-0.925006,-0.707767,-1.84632,-1.00963,0.0839225,6.57738,0.19518,0.146641,319000,692
-1.70974,-1.02517,-0.92449,-0.708366,-1.89768,-0.999822,0.0683814,6.653,0.196207,0.149358,320000,706
-2.0187,-1.2017,-1.08449,-0.60291,-1.60808,-0.981661,0.0834149,6.66911,0.19541,0.144421,321000,709
-2.11305,-1.24143,-1.11631,-0.565227,-1.58168,-0.998352,0.0837872,6.62428,0.192427,0.145252,322000,712
-1.98507,-1.19096,-1.03251,-0.611224,-1.71111,-0.912489,0.0785332,6.61931,0.194986,0.146039,323000,715
-2.17127,-1.32262,-1.18772,-0.394877,-1.50141,-0.930645,0.0810831,6.58118,0.194144,0.145356,324000,718
-2.11681,-1.30614,-1.20975,-0.523302,-1.38853,-0.881284,0.0775225,6.6598,0.194719,0.145359,325000,720
-2.09716,-1.30699,-1.19268,-0.526008,-1.42426,-0.947416,0.0797385,6.61238,0.193301,0.144606,326000,723
-1.97314,-1.1981,-1.06104,-0.562451,-1.67868,-0.913575,0.0762315,6.72285,0.195996,0.149171,327000,726
-2.01977,-1.27923,-1.10685,-0.512651,-1.5915,-0.87088,0.0803603,6.66049,0.193674,0.145585,328000,728
-1.94572,-1.16698,-1.02941,-0.631406,-1.71879,-0.974805,0.0818913,6.71916,0.195058,0.147523,329000,730
-2.02045,-1.18885,-1.05663,-0.591037,-1.61503,-1.05743,0.0852469,6.54407,0.192726,0.145376,330000,732
-1.85515,-0.916354,-0.784972,-0.74981,-2.16476,-1.12659,0.0853073,6.67184,0.196424,0.146007,331000,734
-1.87769,-0.919087,-0.821597,-0.751051,-2.20241,-1.06914,0.0907114,6.71911,0.193842,0.144394,332000,736
-1.97265,-0.966742,-0.824625,-0.78565,-2.02505,-1.0951,0.0895127,6.78398,0.192342,0.146096,333000,739
-1.81883,-1.01112,-0.865457,-0.709423,-2.02944,-1.03314,0.0842104,6.6742,0.197185,0.144361,334000,741
-1.83575,-0.94098,-0.826629,-0.768565,-2.14668,-1.05328,0.0839839,6.61707,0.195905,0.146541,335000,743
-1.98598,-1.27423,-1.10481,-0.539466,-1.56737,-0.949602,0.0771022,6.66223,0.194148,0.145231,336000,745
-2.17414,-1.39207,-1.27055,-0.444197,-1.28276,-0.862194,0.0825128,6.72945,0.196751,0.147776,337000,748
-2.03998,-1.21301,-1.0771,-0.471452,-1.70821,-0.980497,0.0804305,6.6421,0.194269,0.1472,338000,751
-2.27372,-1.4206,-1.28432,-0.396461,-1.26691,-0.866746,0.0869703,6.70142,0.193562,0.146901,339000,754
-2.21122,-1.47501,-1.32408,-0.397894,-1.11988,-0.931086,0.0770001,6.74212,0.192525,0.144873,340000,757
-1.99611,-1.29331,-1.15097,-0.490242,-1.48136,-0.897679,0.0739883,6.72475,0.191003,0.146724,341000,759
-2.27388,-1.42214,-1.28881,-0.409056,-1.31379,-0.905336,0.0828526,6.65902,0.193911,0.14553,342000,762
-2.13591,-1.37211,-1.24874,-0.424029,-1.37978,-0.906636,0.0846498,6.66554,0.194676,0.144758,343000,766
-2.22406,-1.20158,-1.07702,-0.630209,-1.57275,-0.973549,0.0917503,6.70839,0.192072,0.146803,344000,769
-2.07888,-1.2281,-1.10165,-0.514802,-1.66311,-0.941625,0.0832968,6.57594,0.196674,0.14676,345000,772
-2.00668,-1.22671,-1.08879,-0.520802,-1.71928,-0.920515,0.078257,6.68442,0.1956,0.145224,346000,775
-1.85013,-0.93959,-0.780708,-0.779975,-2.14276,-1.16604,0.0842185,6.75908,0.196483,0.147078,347000,779
-1.87471,-0.907706,-0.785609,-0.850058,-2.1036,-1.13678,0.0822724,6.65091,0.194882,0.148192,348000,782
-1.9538,-1.04676,-0.880156,-0.628887,-2.06818,-1.07465,0.0850065,6.59922,0.194463,0.143187,349000,785
-1.88792,-0.933932,-0.827615,-0.729087,-2.23605,-1.07966,0.0856072,6.76487,0.192625,0.14355,350000,787
-1.77039,-0.877874,-0.735633,-0.715524,-2.39471,-1.07926,0.0828266,6.63547,0.194822,0.145014,351000,790
-1.90911,-0.892733,-0.762436,-0.817404,-2.23173,-1.09736,0.0902212,6.72799,0.190562,0.144053,352000,793
-1.82281,-1.01177,-0.889396,-0.656367,-2.07538,-1.0695,0.0831935,6.70165,0.196258,0.146277,353000,795
-1.93466,-0.998861,-0.874786,-0.704145,-2.05181,-1.06064,0.0906981,6.60034,0.194523,0.144684,354000,798
-2.14754,-1.15261,-1.01367,-0.633025,-1.75727,-0.981265,0.0941514,6.62556,0.196137,0.148939,355000,801
-1.94722,-1.01761,-0.890885,-0.710665,-1.99742,-1.06101,0.0848181,6.73788,0.191671,0.146344,356000,803
-2.00112,-1.02599,-0.924365,-0.74276,-2.01208,-0.990776,0.088094,6.63434,0.196363,0.143487,357000,806
-2.08259,-1.10557,-1.0341,-0.649319,-1.82808,-0.97477,0.0860453,6.70305,0.194243,0.143848,358000,808
-2.1935,-1.30872,-1.18008,-0.507607,-1.4782,-0.966721,0.0836454,6.52954,0.194895,0.142593,359000,810
-2.25127,-1.43085,-1.28798,-0.457032,-1.27366,-0.999323,0.088021,6.67439,0.196821,0.143091,360000,813
-2.20364,-1.34167,-1.21769,-0.554288,-1.36318,-1.00007,0.0832793,6.72701,0.192932,0.142915,361000,816
-2.1846,-1.35332,-1.19926,-0.543986,-1.28889,-0.903336,0.082977,6.70244,0.19488,0.146696,362000,819
-2.07568,-1.34743,-1.20776,-0.482898,-1.43666,-0.938796,0.0805837,6.67365,0.197396,0.14512,363000,823
-2.0447,-1.37771,-1.25028,-0.42572,-1.31839,-0.90192,0.0692434,6.79004,0.19392,0.146214,364000,826
-2.07782,-1.26394,-1.11698,-0.520834,-1.59031,-0.936224,0.0828911,6.7959,0.192558,0.14547,365000,828
-1.91574,-1.02099,-0.911015,-0.699175,-2.04428,-0.985042,0.0845389,6.66723,0.19238,0.144844,366000,831
-2.00489,-1.03071,-0.905479,-0.740814,-1.97223,-1.07133,0.0869006,6.61659,0.192949,0.144399,367000,834
-2.03067,-1.11802,-0.969578,-0.623807,-1.83921,-1.01815,0.083266,6.71455,0.191152,0.14575,368000,837
-2.11738,-1.10602,-0.962925,-0.704268,-1.8588,-1.01459,0.0944715,6.62127,0.195864,0.143122,369000,840
-1.90747,-1.01277,-0.869432,-0.675549,-2.07908,-1.10305,0.0865906,6.77921,0.192221,0.146826,370000,842
-1.86652,-1.09403,-0.994934,-0.697183,-1.85262,-1.00125,0.0832083,6.66441,0.193503,0.145398,371000,845
-2.07124,-1.21983,-1.08666,-0.619766,-1.62044,-0.983163,0.0869308,6.5927,0.192569,0.145095,372000,848
-1.95638,-1.1815,-1.01705,-0.627715,-1.68717,-0.995226,0.0773937,6.73301,0.192826,0.144866,373000,851
-1.89703,-1.2213,-1.09742,-0.553648,-1.6049,-1.02624,0.072413,6.65433,0.194197,0.145582,374000,854
-2.11238,-1.29184,-1.16009,-0.481301,-1.51252,-0.943507,0.075625,6.62407,0.193675,0.144441,375000,857
-2.04867,-1.31787,-1.17716,-0.482407,-1.46876,-0.99186,0.0799377,6.70004,0.193794,0.146497,376000,860
-2.20222,-1.26505,-1.09731,-0.578564,-1.5332,-1.01514,0.0860255,6.64761,0.193927,0.147642,377000,863
-2.02517,-1.13842,-1.01138,-0.605948,-1.80891,-1.00803,0.0874476,6.73371,0.19451,0.144112,378000,866
-1.81294,-0.955876,-0.821445,-0.735735,-2.08375,-1.11351,0.080171,6.72692,0.190806,0.145219,379000,869
-1.96736,-1.09983,-0.943442,-0.580387,-1.91999,-1.03286,0.0868594,6.74172,0.193289,0.146136,380000,873
-2.01975,-1.11865,-0.979523,-0.574124,-1.8983,-0.962737,0.0806426,6.74128,0.193851,0.144994,381000,876
-2.15354,-1.18706,-1.0595,-0.495682,-1.81799,-0.923602,0.0942448,6.5808,0.191643,0.144386,382000,878
-2.04643,-1.22705,-1.07091,-0.577007,-1.60827,-0.987617,0.0869332,6.62679,0.192123,0.146316,383000,881
-2.12914,-1.34616,-1.22237,-0.465763,-1.32972,-0.958759,0.0814802,6.69581,0.19368,0.146811,384000,883
-2.15566,-1.24276,-1.12425,-0.570478,-1.58024,-1.00475,0.087557,6.54279,0.192037,0.143191,385000,886
-2.13838,-1.44165,-1.2623,-0.414635,-1.23708,-0.908394,0.0744488,6.73039,0.193319,0.145644,386000,888
-1.98145,-1.20886,-1.06059,-0.578384,-1.71231,-1.02927,0.0818847,6.63668,0.189442,0.144452,387000,890
-2.03931,-1.13819,-1.00214,-0.557545,-1.88236,-0.996371,0.0885659,6.60894,0.191113,0.144722,388000,893
-1.95741,-1.13355,-1.02613,-0.567553,-1.81184,-1.00611,0.0831168,6.6299,0.192142,0.146413,389000,896
-2.09547,-1.28557,-1.14258,-0.43246,-1.61034,-0.946311,0.0843482,6.49448,0.191477,0.144035,390000,898
-2.269,-1.42096,-1.25169,-0.397181,-1.34893,-0.833186,0.0828265,6.65871,0.192421,0.14571,391000,901
-2.21493,-1.36445,-1.18979,-0.407863,-1.48648,-0.945953,0.0877909,6.64486,0.190834,0.14518,392000,904
-2.11761,-1.29388,-1.18114,-0.450966,-1.58061,-0.904845,0.0839915,6.69713,0.190706,0.145112,393000,907
-2.07869,-1.35006,-1.2014,-0.577971,-1.3298,-0.962883,0.0794854,6.75458,0.190794,0.144803,394000,909
-2.19159,-1.42129,-1.24268,-0.381338,-1.33888,-0.926432,0.0813597,6.65429,0.19108,0.14367,395000,912
-2.1388,-1.33526,-1.16559,-0.453697,-1.56177,-0.957867,0.0818467,6.62331,0.193939,0.142304,396000,915
-2.1778,-1.23506,-1.09468,-0.442224,-1.75087,-0.982124,0.0844526,6.58988,0.19106,0.142998,397000,917
-1.78222,-1.02919,-0.869517,-0.588243,-2.16159,-1.03405,0.0764247,6.59053,0.191558,0.143903,398000,919
-1.82669,-0.936414,-0.841618,-0.712505,-2.23375,-1.01159,0.0828814,6.62586,0.189991,0.145313,399000,922
-1.80018,-0.99574,-0.851019,-0.661573,-2.10264,-1.0514,0.0746321,6.65332,0.191177,0.145534,400000,924
-1.78498,-0.953808,-0.867964,-0.672324,-2.18317,-1.01737,0.087729,6.67168,0.194651,0.146298,401000,926
-1.9394,-1.04291,-0.925967,-0.741202,-1.91545,-1.08189,0.0785292,6.63043,0.192217,0.144759,402000,928
-1.96961,-1.10829,-0.984352,-0.51716,-1.90906,-1.05111,0.0833344,6.62738,0.190268,0.148711,403000,931
-2.08364,-1.1002,-0.951267,-0.564403,-1.97228,-1.05597,0.0910109,6.64751,0.190165,0.146482,404000,934
-1.89745,-1.0417,-0.911468,-0.589641,-2.06903,-1.07309,0.0805487,6.66269,0.191468,0.14529,405000,937
-2.0022,-1.06454,-0.953618,-0.73853,-1.85821,-1.06482,0.0888563,6.80266,0.191227,0.147281,406000,940
-1.85346,-1.02383,-0.838418,-0.669499,-2.13845,-1.05591,0.0818188,6.63275,0.191829,0.144553,407000,943
-1.71149,-0.772952,-0.603901,-0.785061,-2.57637,-1.20246,0.0880739,6.60969,0.193765,0.146585,408000,946
-1.74154,-0.685188,-0.556788,-0.847312,-2.75415,-1.18434,0.0938938,6.59497,0.192222,0.14405,409000,948
-1.89288,-0.855004,-0.712857,-0.768906,-2.36273,-1.17166,0.0919741,6.68987,0.194252,0.146885,410000,951
-1.92254,-0.973646,-0.84062,-0.757243,-2.10254,-1.09388,0.0890334,6.63492,0.192588,0.144984,411000,953
-1.97337,-0.906291,-0.772975,-0.724625,-2.27134,-1.09829,0.0991849,6.71118,0.191543,0.146288,412000,956
-1.97501,-1.0471,-0.893736,-0.562518,-2.14326,-1.04765,0.0875445,6.67033,0.190428,0.14442,413000,958
-2.03673,-1.11236,-0.963419,-0.601372,-1.83698,-1.11657,0.085298,6.62159,0.190898,0.147852,414000,962
-1.9169,-0.966579,-0.800722,-0.678374,-2.21657,-1.11852,0.0845111,6.69905,0.192794,0.142439,415000,965
-1.92522,-1.06274,-0.898746,-0.561317,-2.03468,-1.04967,0.0842195,6.69002,0.189872,0.144438,416000,968
-2.00238,-1.25068,-1.10491,-0.564366,-1.57557,-0.958242,0.0787115,6.66885,0.193722,0.144187,417000,971
-2.11817,-1.20452,-1.05877,-0.526146,-1.76722,-1.02663,0.0855378,6.61178,0.194496,0.145263,418000,974
-2.15626,-1.41726,-1.23998,-0.266793,-1.4846,-0.891518,0.0843131,6.6903,0.190299,0.146871,419000,977
-2.16046,-1.2332,-1.05869,-0.525144,-1.69719,-1.01546,0.0826582,6.66444,0.18905,0.14493,420000,990
-2.03423,-1.26726,-1.10315,-0.483157,-1.68645,-0.978626,0.0844355,6.73157,0.193942,0.145607,421000,994
-1.93509,-1.13024,-0.986949,-0.487374,-1.94223,-1.02675,0.0830974,6.73761,0.188294,0.14604,422000,997
-1.92173,-1.06632,-0.903354,-0.576504,-2.03821,-1.0773,0.0836701,6.71811,0.192704,0.14389,423000,1000
-2.01446,-1.20529,-1.02622,-0.510125,-1.76608,-1.05544,0.0818344,6.63928,0.190048,0.146085,424000,1004
-1.97025,-1.26732,-1.14131,-0.516923,-1.59646,-0.961593,0.0781187,6.61345,0.190152,0.142471,425000,1007
-2.04473,-1.20538,-1.09547,-0.511095,-1.67177,-0.997866,0.0812945,6.6245,0.18864,0.146566,426000,1011
-1.97417,-1.06679,-0.936115,-0.61254,-1.99724,-1.0758,0.0893184,6.65592,0.189889,0.142117,427000,1014
-2.03538,-1.20517,-1.08239,-0.531761,-1.74452,-0.987651,0.0863859,6.73597,0.191193,0.143201,428000,1016
-2.14546,-1.33334,-1.22156,-0.379376,-1.58935,-0.958408,0.0838,6.6025,0.1921,0.144071,429000,1020
-2.22539,-1.47988,-1.32519,-0.252736,-1.24598,-0.970742,0.0748607,6.67879,0.189902,0.14481,430000,1023
-2.12141,-1.40865,-1.27314,-0.395845,-1.4029,-0.914252,0.0773511,6.70353,0.191182,0.144183,431000,1025
-2.10147,-1.18283,-1.0289,-0.471111,-1.83299,-1.00225,0.0839057,6.68203,0.18914,0.145011,432000,1028
-1.98016,-1.09242,-0.960345,-0.573195,-1.9854,-1.09621,0.0842362,6.67477,0.189889,0.14287,433000,1031
-1.95092,-1.20692,-1.06449,-0.577234,-1.72549,-1.02469,0.0803359,6.70697,0.192212,0.144616,434000,1034
-2.09793,-1.10075,-0.977815,-0.544812,-1.97792,-1.07538,0.0944289,6.744,0.190793,0.144715,435000,1037
-1.93542,-1.12507,-0.979801,-0.564216,-1.87942,-0.964645,0.0865847,6.68727,0.190938,0.146918,436000,1041
-2.08212,-1.13576,-1.00876,-0.635451,-1.73265,-1.09058,0.0815325,6.60578,0.190636,0.142664,437000,1044
-1.88091,-1.03746,-0.890721,-0.544785,-2.08517,-1.0511,0.0782176,6.75352,0.189573,0.145196,438000,1046
-1.83854,-1.07213,-0.918352,-0.576095,-2.05594,-1.06214,0.0745661,6.61896,0.191495,0.142813,439000,1048
-1.96722,-1.0091,-0.84113,-0.701778,-2.07785,-1.18851,0.0906437,6.742,0.192344,0.143936,440000,1050
