BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.90867,-2.05569,-1.87123,0.189827,0.0374066,-0.24892,0.201016,-1.2804,0.0232948,0.0655717,0.00967545,6.77489,0.184347,0.139034,2908000,8225
-2.76526,-2.00225,-1.79832,0.049715,0.0256164,-0.229574,-0.1081,-1.28589,0.0223749,0.0654722,0.00687921,6.67165,0.183311,0.138005,2909000,8228
-2.59696,-1.86301,-1.63451,-0.13464,-0.0678711,-0.375258,-0.368449,-1.26441,0.0286499,0.0548832,0.0017372,6.61523,0.186867,0.138628,2910000,8231
-2.51023,-1.60998,-1.3974,-0.151117,-0.457305,-0.547883,-0.726671,-1.48862,0.0255214,0.0696842,0.00147991,6.76816,0.183754,0.138804,2911000,8235
-2.34658,-1.59415,-1.41722,-0.257673,-0.422995,-0.512195,-0.892712,-1.4085,0.0139161,0.0854019,0.0208894,6.66048,0.184855,0.139399,2912000,8238
-2.39544,-1.54611,-1.34759,-0.45637,-0.454178,-0.600609,-0.818737,-1.5598,0.0238467,0.0645258,0.00722603,6.67679,0.183861,0.138164,2913000,8240
-2.50213,-1.5715,-1.38476,-0.341566,-0.440528,-0.554543,-0.888959,-1.3652,0.0213555,0.0695537,0.011831,6.6166,0.18121,0.139501,2914000,8243
-2.39316,-1.72058,-1.47519,-0.150137,-0.372328,-0.400754,-0.734716,-1.31692,0.016066,0.0627067,0.000940829,6.70731,0.183926,0.138744,2915000,8246
-2.31727,-1.70618,-1.48834,-0.063662,-0.349029,-0.361729,-0.981569,-1.14332,0.0190973,0.0612499,0.00128466,6.76747,0.181084,0.139283,2916000,8250
-2.44437,-1.60914,-1.42549,-0.276121,-0.380557,-0.496477,-0.92884,-1.29949,0.0193994,0.0703976,0.00733722,6.73094,0.182029,0.138375,2917000,8253
-2.52556,-1.79762,-1.58678,0.0613917,-0.266531,-0.248085,-0.812727,-1.17684,0.0167085,0.0774332,0.00771145,6.80342,0.18439,0.139079,2918000,8255
-2.64957,-1.84972,-1.63703,-0.163533,-0.156921,-0.37353,-0.405525,-1.26064,0.0274407,0.0624857,0.00531369,6.68529,0.183499,0.13897,2919000,8258
-2.54852,-1.69991,-1.49887,-0.157012,-0.268795,-0.505127,-0.631535,-1.29647,0.022407,0.0680766,7.29366e-06,6.58094,0.182446,0.140369,2920000,8270
-2.35746,-1.54397,-1.35739,-0.297363,-0.453827,-0.58488,-0.908094,-1.38604,0.025759,0.0597544,0.00157031,6.72718,0.183579,0.138627,2921000,8272
-2.52651,-1.60083,-1.39502,-0.253306,-0.408132,-0.533029,-0.925085,-1.4534,0.0261152,0.0714188,0.0107395,6.66612,0.183007,0.137721,2922000,8274
-2.457,-1.68125,-1.44939,-0.18156,-0.338308,-0.394186,-0.947177,-1.28729,0.0187716,0.0713158,0.00143156,6.74283,0.181353,0.13752,2923000,8278
-2.38622,-1.71985,-1.51424,-0.141338,-0.29844,-0.372495,-0.770947,-1.31391,0.0176046,0.0706589,0.00199516,6.56552,0.185553,0.139992,2924000,8280
-2.42275,-1.57214,-1.36822,-0.152107,-0.48681,-0.471622,-1.08404,-1.21747,0.018986,0.0763546,0.00575267,6.61713,0.186181,0.140692,2925000,8282
-2.38929,-1.43708,-1.20434,-0.448973,-0.62913,-0.618472,-1.2064,-1.48542,0.0326055,0.0612404,0.000937848,6.62146,0.181882,0.13632,2926000,8286
-2.34656,-1.49675,-1.28133,-0.36054,-0.52931,-0.528434,-1.22753,-1.26666,0.0120364,0.079745,0.0134174,6.58038,0.188313,0.140879,2927000,8288
-2.3464,-1.56659,-1.37327,-0.127935,-0.483031,-0.499343,-1.02404,-1.40741,0.0219253,0.0591322,0.00297325,6.6272,0.184429,0.135913,2928000,8290
-2.20768,-1.58866,-1.41001,-0.280457,-0.385467,-0.509303,-0.822857,-1.39991,0.0210201,0.0532135,0.00112505,6.77199,0.185681,0.139862,2929000,8294
-2.36991,-1.60427,-1.3926,-0.132089,-0.50028,-0.416536,-1.19877,-1.17049,0.0188821,0.0686608,0.00527501,6.58047,0.184993,0.136655,2930000,8296
-2.54872,-1.83478,-1.64644,0.0282442,-0.23285,-0.315217,-0.526947,-1.21615,0.019896,0.0655321,0.0068402,6.59048,0.183166,0.136684,2931000,8299
-2.70746,-1.83059,-1.65218,-0.0341873,-0.156149,-0.389019,-0.341188,-1.3973,0.0286023,0.0582051,0.00158181,6.56808,0.186154,0.137755,2932000,8302
-2.42683,-1.68989,-1.48445,-0.278336,-0.32161,-0.465988,-0.729177,-1.32562,0.0161866,0.0731421,0.00282536,6.73694,0.180186,0.137109,2933000,8305
-2.42472,-1.64642,-1.43772,-0.230918,-0.359856,-0.33602,-1.0149,-1.19353,0.0185004,0.0692031,0.000501889,6.74549,0.184159,0.139141,2934000,8308
-2.3362,-1.79214,-1.5986,0.133644,-0.291397,-0.200575,-0.897603,-1.01581,0.0157992,0.0548987,0.00203685,6.73295,0.184813,0.142718,2935000,8310
-2.35241,-1.618,-1.40777,-0.042128,-0.473848,-0.340428,-0.996276,-1.34899,0.0229329,0.0629151,0.00382821,6.70283,0.185396,0.140302,2936000,8312
-2.28052,-1.60687,-1.42206,-0.294228,-0.375863,-0.469482,-0.945582,-1.2467,0.0167227,0.0685763,0.000127121,6.66963,0.183878,0.139847,2937000,8315
-2.57497,-1.67232,-1.49715,-0.233082,-0.280721,-0.468696,-0.765318,-1.26786,0.0131302,0.0765342,0.0101488,6.68875,0.185425,0.138862,2938000,8319
-2.60045,-1.92243,-1.70043,0.104633,-0.130485,-0.251597,-0.431055,-1.09269,0.0180698,0.0650931,0.00155906,6.60794,0.182439,0.136752,2939000,8322
-2.78951,-2.04431,-1.85092,0.12959,0.0446839,-0.188294,-0.0194839,-1.18302,0.0212452,0.069257,0.00422498,6.72586,0.181637,0.137943,2940000,8325
-2.56475,-1.92547,-1.71766,0.116303,-0.150504,-0.183959,-0.47282,-1.18797,0.0179916,0.0617581,0.00280858,6.71048,0.181247,0.138392,2941000,8329
-2.6271,-1.77344,-1.57601,-0.106193,-0.207163,-0.449977,-0.538774,-1.28416,0.0247387,0.0658443,0.00936049,6.6896,0.18196,0.138134,2942000,8332
-2.63539,-1.93865,-1.73435,0.00474474,-0.067438,-0.24946,-0.35652,-1.33756,0.0151657,0.0709127,0.00568504,6.72734,0.182909,0.138877,2943000,8335
-2.68975,-1.95155,-1.79216,0.173884,-0.0635034,-0.219016,-0.329084,-1.16435,0.0221917,0.0645373,0.00436122,6.66485,0.18522,0.137339,2944000,8337
-2.62029,-2.06847,-1.862,0.220489,0.0281047,-0.078841,-0.319062,-0.968756,0.0141161,0.0625942,0.00817478,6.66473,0.184635,0.137497,2945000,8340
-2.5965,-1.98304,-1.8056,0.131296,0.014717,-0.154242,-0.410289,-1.02753,0.0197258,0.0623922,0.0015638,6.67332,0.180364,0.138185,2946000,8342
-2.66988,-1.97566,-1.78395,0.209039,-0.106067,-0.104997,-0.381554,-1.13237,0.0281656,0.0488302,0.0107814,6.61182,0.183466,0.138618,2947000,8345
-2.57499,-1.96991,-1.73764,0.190014,-0.0768584,-0.173981,-0.363801,-1.05051,0.0119455,0.0691147,0.00260478,6.63994,0.18374,0.141711,2948000,8348
-2.7786,-1.98711,-1.7918,0.196753,-0.1113,-0.26588,-0.143054,-1.21184,0.0285241,0.0580543,0.00479858,6.63656,0.185019,0.13587,2949000,8351
-2.74507,-2.16113,-1.92288,0.339474,0.156841,-0.0460564,-0.12371,-0.984481,0.0116322,0.068444,0.00547823,6.67148,0.18464,0.140145,2950000,8354
-2.6796,-2.04296,-1.85357,0.210029,-0.0167817,-0.147326,-0.222161,-1.08619,0.0176016,0.0627181,0.0117571,6.81395,0.184307,0.13874,2951000,8358
-2.79087,-2.08106,-1.92065,0.146351,0.10099,-0.181954,0.0562522,-1.14185,0.0237196,0.0630833,0.0113192,6.66217,0.182757,0.136373,2952000,8361
-2.74061,-1.93033,-1.74388,0.0659771,-0.111768,-0.212356,-0.226356,-1.25759,0.0301186,0.0543229,0.00959067,6.69073,0.184029,0.141876,2953000,8364
-2.60981,-1.87792,-1.69425,0.111104,-0.165385,-0.178487,-0.549298,-1.16409,0.0222256,0.061377,0.00471932,6.56781,0.182281,0.138413,2954000,8368
-2.67183,-1.87286,-1.6608,-0.0277276,-0.0949652,-0.325904,-0.391442,-1.34452,0.0265368,0.0647033,0.0010092,6.76515,0.183011,0.137774,2955000,8371
-2.75784,-1.7413,-1.56579,-0.16349,-0.213702,-0.46818,-0.421036,-1.38627,0.032031,0.0616053,0.00832658,6.72616,0.181723,0.137655,2956000,8374
-2.43969,-1.65849,-1.48914,-0.171558,-0.395793,-0.406999,-0.838425,-1.42916,0.0252235,0.0629178,0.0174955,6.8005,0.182872,0.138637,2957000,8378
-2.59804,-1.71097,-1.51498,-0.25854,-0.262428,-0.432354,-0.650741,-1.40378,0.0322126,0.0636263,0.00774661,6.58732,0.182526,0.13809,2958000,8381
-2.56197,-1.60992,-1.4138,-0.294963,-0.407074,-0.443865,-0.778366,-1.4637,0.0256486,0.0690609,0.00430906,6.54092,0.187002,0.139131,2959000,8384
-2.70781,-1.77617,-1.54691,-0.214553,-0.214176,-0.41244,-0.414814,-1.47096,0.0258502,0.0687346,0.00584889,6.88185,0.182529,0.140136,2960000,8386
-2.60036,-1.82545,-1.61991,-0.00851803,-0.182437,-0.329932,-0.493032,-1.26382,0.0152724,0.0748574,0.00519743,6.63431,0.185025,0.138396,2961000,8389
-2.62175,-1.83121,-1.61864,0.0846348,-0.265144,-0.285493,-0.528123,-1.20403,0.024845,0.0598521,0.00256702,6.55891,0.180956,0.138743,2962000,8392
-2.70885,-1.91314,-1.72128,-0.0293182,-0.0175312,-0.235219,-0.279039,-1.27976,0.0189647,0.0706225,0.00157968,6.69412,0.18571,0.140922,2963000,8394
-2.84799,-1.93011,-1.74743,0.0278658,-0.0879024,-0.159995,-0.284852,-1.28741,0.0200673,0.0716815,0.00105182,6.69935,0.181484,0.138105,2964000,8397
-2.94401,-2.037,-1.85332,0.175357,0.0435576,-0.145499,0.0447911,-1.33031,0.0210661,0.0684086,0.00444797,6.71108,0.18603,0.13923,2965000,8400
-2.97146,-1.95696,-1.74722,0.0607821,0.0369098,-0.386287,0.0478838,-1.40081,0.0184532,0.0789104,0.00462983,6.83111,0.182689,0.13772,2966000,8404
-2.76225,-2.13561,-1.91349,0.115348,0.150722,-0.168046,0.181081,-1.1816,0.0197563,0.0599995,0.00859862,6.66058,0.183004,0.139244,2967000,8407
-2.99835,-2.14872,-1.93922,0.368319,0.123925,-0.140511,0.202907,-1.2036,0.0305731,0.0598534,0.000627272,6.63647,0.182409,0.138148,2968000,8410
-2.9655,-2.12923,-1.90364,0.115398,0.161283,-0.218965,0.34751,-1.2973,0.0203291,0.0731076,0.00183235,6.58209,0.183438,0.139378,2969000,8413
-2.87714,-1.98142,-1.78234,0.052142,0.0335677,-0.318529,-0.107594,-1.19516,0.0248821,0.0682282,0.00454892,6.71343,0.183885,0.141157,2970000,8417
-2.77037,-2.03871,-1.78425,0.0475663,0.0512306,-0.282632,0.0482316,-1.40473,0.0232418,0.0633509,0.00242459,6.60448,0.18554,0.138809,2971000,8420
-2.84044,-1.99598,-1.74852,0.039777,0.0570454,-0.349474,0.13387,-1.35648,0.0195766,0.0702088,0.000661666,6.5797,0.181497,0.140015,2972000,8423
-2.93854,-2.06903,-1.87967,0.215464,0.105513,-0.248528,0.229564,-1.27975,0.0236357,0.0655722,0.000191973,6.73817,0.179945,0.14082,2973000,8426
-2.72598,-2.02418,-1.80137,0.283087,-0.0492061,-0.1585,-0.201381,-1.2095,0.0331302,0.0509485,0.00263074,6.68031,0.182201,0.139215,2974000,8429
-2.74573,-1.89475,-1.69648,0.121001,-0.135318,-0.340265,-0.263867,-1.36093,0.0260697,0.0695074,0.00638107,6.68697,0.184027,0.138873,2975000,8432
-2.80496,-1.94001,-1.70851,0.0582599,-0.0300046,-0.300971,-0.419686,-1.11986,0.0262795,0.0674419,0.0032735,6.74458,0.183625,0.137739,2976000,8436
-2.72953,-1.92957,-1.71363,0.0474248,-0.0875151,-0.304755,-0.232848,-1.25573,0.0299481,0.0516576,0.00343646,6.7204,0.183305,0.139354,2977000,8438
-2.78574,-2.09503,-1.85942,0.249978,0.0313339,-0.0873457,-0.139207,-1.15599,0.0128289,0.0784684,0.00315712,6.67476,0.18381,0.138731,2978000,8441
-2.82837,-1.93646,-1.74341,-0.00544882,-0.061742,-0.412881,0.0212266,-1.41732,0.0329655,0.0561355,0.0119917,6.70233,0.1816,0.138889,2979000,8444
-2.69246,-2.03909,-1.82308,0.109065,0.0530337,-0.304204,-0.0615407,-1.10499,0.0244273,0.054779,0.010858,6.64035,0.183413,0.138889,2980000,8446
-2.79509,-2.167,-1.94595,0.307013,0.18875,-0.106492,0.141777,-1.14443,0.0216868,0.05538,0.00925322,6.56553,0.186877,0.139378,2981000,8449
-2.88524,-2.21418,-1.97935,0.307754,0.191125,-0.0633369,0.118994,-1.05355,0.0167932,0.0739423,0.00880725,6.57726,0.182244,0.138283,2982000,8452
-2.89282,-2.04811,-1.85555,0.150362,0.0563057,-0.165561,0.0103793,-1.2749,0.0265907,0.0623805,0.00514932,6.69129,0.18186,0.13882,2983000,8454
-2.76991,-1.98906,-1.76376,0.15847,-0.0584225,-0.239905,-0.126509,-1.18678,0.0341897,0.0531507,0.00186893,6.65647,0.182386,0.139813,2984000,8457
-2.72352,-1.97679,-1.77795,0.0689119,-0.0827775,-0.178408,-0.215616,-1.24768,0.017808,0.0706535,0.000242436,6.70469,0.188353,0.137361,2985000,8461
-2.56609,-1.85789,-1.64091,-0.0963699,-0.137867,-0.38579,-0.293077,-1.39453,0.0246729,0.0653139,0.0051545,6.53564,0.185765,0.139547,2986000,8463
-2.55267,-1.75887,-1.5539,-0.202982,-0.275772,-0.387549,-0.528749,-1.40164,0.0239664,0.0601513,0.000500656,6.68025,0.181362,0.137985,2987000,8465
-2.46757,-1.64402,-1.4437,-0.184088,-0.366298,-0.427093,-0.914802,-1.24867,0.0190286,0.0768528,0.000506882,6.63354,0.182003,0.138401,2988000,8469
-2.60746,-1.74631,-1.53961,0.00427687,-0.362486,-0.352814,-0.725456,-1.2795,0.0361461,0.0525325,0.0145638,6.62244,0.184378,0.139347,2989000,8472
-2.82572,-1.86348,-1.65414,-0.0458995,-0.122614,-0.335693,-0.325195,-1.35392,0.0258183,0.0656961,0.00816839,6.6581,0.181125,0.137684,2990000,8475
-2.66814,-1.83912,-1.6462,0.0516025,-0.211883,-0.381043,-0.240357,-1.37867,0.0246666,0.0621956,0.0014934,6.80455,0.183749,0.138919,2991000,8479
-3.15647,-2.03573,-1.82706,-0.0110538,0.0972383,-0.359431,0.375162,-1.43926,0.029406,0.0674017,0.00108444,6.55256,0.182222,0.140617,2992000,8481
-2.95503,-2.03121,-1.84725,0.0984035,0.0923724,-0.30752,0.186467,-1.31208,0.0185036,0.0747942,8.47756e-05,6.67312,0.184916,0.138142,2993000,8483
-2.92985,-2.0528,-1.8446,0.0812993,0.0579445,-0.211115,0.0145828,-1.22332,0.0276571,0.0582106,0.00287202,6.75931,0.182867,0.137022,2994000,8485
-2.91427,-1.99586,-1.7921,0.132157,-0.0279952,-0.250314,0.128425,-1.48233,0.0300606,0.0516754,0.00171413,6.59484,0.180702,0.139652,2995000,8487
-3.05767,-2.14201,-1.94962,0.227096,0.158756,-0.230798,0.513427,-1.4191,0.0217154,0.0673072,0.00437109,6.67172,0.183578,0.139593,2996000,8489
-3.23051,-2.20632,-2.02797,0.21789,0.254868,-0.196248,0.646535,-1.31393,0.0238533,0.0691251,0.00173605,6.64797,0.184283,0.140654,2997000,8492
-3.18363,-2.30955,-2.09768,0.394277,0.322197,-0.0976236,0.626322,-1.13879,0.0277479,0.0680571,0.00260387,6.67721,0.185355,0.138982,2998000,8494
-3.20786,-2.24374,-2.06228,0.456989,0.154497,-0.0878951,0.589696,-1.24132,0.0259892,0.0711126,0.000512081,6.58935,0.185952,0.138007,2999000,8498
-3.12308,-2.40215,-2.18612,0.458945,0.39324,0.0921383,0.581062,-1.07798,0.0208734,0.0697224,0.0077998,6.69815,0.181542,0.139461,3000000,8501
-3.00889,-2.37696,-2.20423,0.387331,0.426846,0.0836813,0.513491,-1.00163,0.007409,0.074953,0.00148056,6.83829,0.180933,0.135858,3001000,8504
-3.25047,-2.39853,-2.22981,0.472536,0.444273,-0.0666931,0.949416,-1.18503,0.0130697,0.0875454,0.0041349,6.70566,0.184299,0.137578,3002000,8507
-3.11332,-2.34156,-2.15328,0.558445,0.263641,0.0627792,0.414874,-1.02987,0.0223748,0.067933,0.000200938,6.64329,0.180368,0.138627,3003000,8509
-3.04314,-2.46057,-2.21404,0.490117,0.396145,0.0557083,0.731067,-1.07606,0.0106724,0.0642548,0.000557296,6.69655,0.183836,0.137058,3004000,8511
-3.07495,-2.40754,-2.19083,0.576682,0.333851,0.158152,0.487605,-1.00939,0.014956,0.0672916,0.00100021,6.76825,0.184492,0.138246,3005000,8513
-3.02212,-2.22669,-2.01528,0.126429,0.327262,-0.184653,0.43635,-1.16729,0.0223418,0.0611882,0.00606908,6.66434,0.181859,0.137877,3006000,8517
-2.8895,-2.04119,-1.86653,0.084896,0.0981324,-0.317246,0.214103,-1.31671,0.0158988,0.0765938,0.00356338,6.78861,0.185123,0.137226,3007000,8520
-2.77622,-1.96632,-1.75961,-0.103106,-0.0682406,-0.287997,0.0485769,-1.45778,0.024533,0.0668859,0.00279611,6.70612,0.183881,0.137824,3008000,8523
-2.72772,-1.91089,-1.67668,0.0244965,-0.101455,-0.315138,-0.385583,-1.10883,0.0287759,0.0679711,0.0046175,6.58273,0.184015,0.138597,3009000,8525
-2.76676,-1.7965,-1.62133,-0.230922,-0.103122,-0.528208,-0.212121,-1.4499,0.0209373,0.0714855,0.000281892,6.5702,0.185472,0.136747,3010000,8528
-2.85923,-1.90925,-1.6925,-0.0317019,-0.131744,-0.350363,-0.0899605,-1.36564,0.0250021,0.0698479,0.00534063,6.67157,0.183226,0.137937,3011000,8531
-2.8803,-2.06121,-1.83213,0.0100754,0.0922437,-0.276473,0.201608,-1.23628,0.0198814,0.0668084,0.00348931,6.55274,0.180978,0.139494,3012000,8535
-2.77922,-1.97429,-1.72698,-0.034796,-0.00840636,-0.368325,-0.0944907,-1.22112,0.0213693,0.0647827,0.00184345,6.61899,0.184428,0.13543,3013000,8538
-2.6831,-2.07906,-1.86085,0.244455,0.0039115,-0.112495,-0.083045,-1.12799,0.0110675,0.0704183,0.00345957,6.67048,0.183925,0.137243,3014000,8541
-2.63167,-2.01249,-1.82151,0.284826,-0.0149726,-0.0755835,-0.331852,-1.08455,0.0198895,0.0616997,0.00395337,6.65192,0.183083,0.140174,3015000,8543
-2.62075,-1.9805,-1.79978,0.0860662,0.0204056,-0.174561,-0.317973,-1.08143,0.00726666,0.069496,0.00488262,6.61425,0.182504,0.140166,3016000,8545
-2.49853,-1.84547,-1.6001,0.0302521,-0.205488,-0.273315,-0.714822,-1.01397,0.0155301,0.0688128,0.00240499,6.69216,0.185,0.137818,3017000,8547
-2.46515,-1.77911,-1.56512,-0.000714459,-0.225116,-0.349119,-0.736872,-1.13349,0.0229204,0.0597838,0.00238655,6.63637,0.186497,0.139099,3018000,8550
-2.52319,-1.77934,-1.53052,-0.123017,-0.272836,-0.376276,-0.638812,-1.23726,0.0202256,0.0688359,0.00168902,6.58712,0.181263,0.136727,3019000,8553
-2.40739,-1.66239,-1.43413,-0.200701,-0.400083,-0.412867,-0.985514,-1.24187,0.016755,0.0668201,0.00295146,6.74599,0.183964,0.136909,3020000,8566
-2.28957,-1.39128,-1.18398,-0.352783,-0.661903,-0.588252,-1.46005,-1.33427,0.0177191,0.0752494,0.000984017,6.60376,0.184213,0.138211,3021000,8568
-2.46104,-1.33697,-1.14137,-0.59928,-0.661248,-0.759167,-1.14234,-1.66083,0.0266564,0.0766507,0.00243804,6.67009,0.181387,0.13685,3022000,8571
-2.47753,-1.486,-1.29049,-0.229491,-0.58413,-0.479921,-1.32079,-1.27763,0.0285227,0.0642788,0.00864852,6.72586,0.18236,0.140191,3023000,8574
-2.45879,-1.49757,-1.3311,-0.434598,-0.464199,-0.672884,-0.910615,-1.45207,0.0211757,0.0776333,0.0133046,6.66068,0.182823,0.138941,3024000,8577
-2.39243,-1.67007,-1.4657,-0.0246089,-0.44658,-0.288939,-1.08724,-1.13219,0.0128114,0.0726346,0.00309972,6.64242,0.183687,0.139462,3025000,8581
-2.68049,-1.82977,-1.60645,-0.0383514,-0.172279,-0.389664,-0.3779,-1.25066,0.0191106,0.0759535,4.68476e-05,6.72206,0.183945,0.139214,3026000,8584
-2.62325,-1.96703,-1.73316,0.0623958,-0.0232553,-0.272112,-0.333783,-1.15974,0.0119863,0.0682942,0.000462274,6.72551,0.182938,0.138011,3027000,8587
-2.52974,-1.72937,-1.53402,-0.115977,-0.298486,-0.440956,-0.58404,-1.37041,0.022555,0.0664998,0.0100721,6.56679,0.182788,0.137788,3028000,8589
-2.52653,-1.75298,-1.55339,-0.0110487,-0.299305,-0.383961,-0.46615,-1.32166,0.0187583,0.0675483,0.00129894,6.70706,0.181614,0.140883,3029000,8592
-2.58824,-1.65367,-1.42549,-0.144246,-0.420083,-0.462276,-0.759568,-1.34812,0.0238347,0.0679236,0.00286504,6.62844,0.184587,0.138265,3030000,8595
-2.47057,-1.61874,-1.43691,-0.209637,-0.378231,-0.484447,-0.900386,-1.27384,0.0225712,0.0744877,0.0105445,6.69307,0.184198,0.138343,3031000,8598
-2.35838,-1.59895,-1.4065,-0.176697,-0.473613,-0.356906,-1.15504,-1.26626,0.0172124,0.0670435,0.005411,6.65759,0.185087,0.137425,3032000,8601
-2.43817,-1.51392,-1.32208,-0.462389,-0.434787,-0.611296,-0.955255,-1.42281,0.0223448,0.0731315,0.0103462,6.68241,0.180529,0.138393,3033000,8604
-2.51438,-1.58198,-1.37155,-0.365743,-0.44344,-0.540892,-0.710362,-1.48754,0.0259456,0.0656666,0.00100722,6.61084,0.1859,0.141383,3034000,8607
-2.5256,-1.68436,-1.50964,-0.267598,-0.27174,-0.521266,-0.51274,-1.3996,0.0130906,0.083031,0.00316345,6.63833,0.184814,0.139295,3035000,8610
-2.65257,-1.61364,-1.41725,-0.256071,-0.391555,-0.577107,-0.636668,-1.56956,0.0249106,0.0735058,0.00138027,6.73132,0.184393,0.137446,3036000,8613
-2.42139,-1.60147,-1.36687,-0.320391,-0.402495,-0.567949,-0.893853,-1.4091,0.0297998,0.05377,0.00132508,6.60375,0.182077,0.137269,3037000,8616
-2.38126,-1.62545,-1.42879,-0.275538,-0.314879,-0.557989,-0.826113,-1.28174,0.0212576,0.0654703,0.0127768,6.77371,0.185147,0.139263,3038000,8619
-2.71271,-1.74693,-1.56241,-0.140003,-0.245071,-0.498953,-0.376947,-1.51943,0.0225196,0.0753488,0.00385179,6.64444,0.18528,0.138296,3039000,8622
-2.67661,-1.84352,-1.63926,-0.0775624,-0.222349,-0.342783,-0.322069,-1.40143,0.0298636,0.057842,0.000470012,6.66943,0.184069,0.139438,3040000,8624
-2.32676,-1.74471,-1.48529,-0.150153,-0.294542,-0.408996,-0.874725,-1.20451,0.0165656,0.0620236,0.00308167,6.66703,0.186804,0.137786,3041000,8627
-2.34206,-1.67068,-1.45792,-0.13077,-0.348671,-0.397156,-0.862569,-1.22982,0.0132781,0.0624195,0.00314455,6.61713,0.183278,0.142174,3042000,8630
-2.67942,-1.77467,-1.56757,-0.170088,-0.227862,-0.470669,-0.382433,-1.34264,0.0264658,0.0627117,0.00207848,6.66475,0.184346,0.139039,3043000,8633
-2.44482,-1.70724,-1.51179,-0.0972571,-0.280579,-0.427823,-0.738388,-1.18195,0.0139428,0.0687575,0.0029811,6.66597,0.18407,0.139325,3044000,8635
-2.39759,-1.63462,-1.43589,-0.214757,-0.41048,-0.506967,-0.743251,-1.35894,0.0285266,0.0576998,0.00905204,6.59972,0.185773,0.139315,3045000,8638
-2.3775,-1.55732,-1.30823,-0.275334,-0.464339,-0.551631,-0.96231,-1.39499,0.0269987,0.060523,0.0029659,6.7243,0.180705,0.139643,3046000,8641
-2.28099,-1.81394,-1.59189,-0.0767118,-0.19571,-0.374097,-0.512488,-1.22227,0.00612014,0.0702128,0.00508604,6.61933,0.18581,0.138397,3047000,8645
-2.5775,-1.63934,-1.46147,-0.231174,-0.338808,-0.541073,-0.628989,-1.41518,0.0318481,0.0659014,0.00367196,6.63801,0.18531,0.140569,3048000,8647
-2.27108,-1.72919,-1.51731,-0.13224,-0.283446,-0.333295,-0.957849,-1.13743,0.0149103,0.0586245,0.00566455,6.65548,0.184749,0.139324,3049000,8650
-2.36444,-1.67546,-1.46689,-0.185731,-0.327375,-0.390715,-0.816551,-1.27213,0.0159874,0.0642062,0.00127275,6.58842,0.183934,0.140546,3050000,8652
-2.45924,-1.71741,-1.53072,0.0247661,-0.312944,-0.371256,-0.81085,-1.15224,0.0248699,0.0603688,0.000422797,6.697,0.180866,0.138457,3051000,8655
-2.44383,-1.82621,-1.62271,0.0297941,-0.294012,-0.187197,-0.652972,-1.12167,0.0165823,0.0651395,0.00736767,6.65821,0.186535,0.138267,3052000,8657
-2.37424,-1.6801,-1.47349,-0.306298,-0.306966,-0.411965,-0.890614,-1.19763,0.0172863,0.0662396,0.00462432,6.62451,0.184672,0.137993,3053000,8660
-2.38883,-1.59078,-1.39268,-0.253255,-0.456085,-0.485343,-0.991453,-1.18142,0.026323,0.0573759,0.0032788,6.62218,0.184318,0.138263,3054000,8662
-2.25812,-1.39387,-1.22712,-0.452031,-0.668041,-0.702776,-1.17801,-1.50009,0.0316171,0.0535825,0.00282229,6.6023,0.183111,0.136074,3055000,8666
-2.30692,-1.37777,-1.16799,-0.457579,-0.632908,-0.736565,-1.16219,-1.45211,0.0382851,0.050328,0.00721089,6.63563,0.183871,0.139502,3056000,8669
-2.38239,-1.4502,-1.22416,-0.354936,-0.620628,-0.568298,-1.33175,-1.38615,0.0272226,0.0668287,0.00408018,6.65198,0.184868,0.137251,3057000,8673
-2.38488,-1.67678,-1.46747,-0.139817,-0.312962,-0.451431,-0.849357,-1.19916,0.0206587,0.0591114,0.0113999,6.69085,0.184534,0.140084,3058000,8675
-2.51115,-1.83306,-1.62483,0.0114437,-0.194063,-0.323046,-0.579172,-1.15024,0.0120501,0.0783111,0.00328988,6.68901,0.186002,0.137387,3059000,8677
-2.31595,-1.60189,-1.3885,-0.260013,-0.452223,-0.514431,-1.01868,-1.43807,0.0223588,0.063053,0.00417093,6.67135,0.185137,0.135028,3060000,8680
-2.16466,-1.4503,-1.24713,-0.343196,-0.59384,-0.598527,-1.2331,-1.4007,0.0198606,0.0678621,0.00841598,6.7205,0.182501,0.138963,3061000,8684
-2.28585,-1.57663,-1.3855,-0.237484,-0.447544,-0.546991,-0.893823,-1.3584,0.0225196,0.0617333,0.00703154,6.7336,0.183935,0.139173,3062000,8687
-2.33246,-1.73793,-1.52383,-0.123433,-0.274215,-0.316058,-0.788518,-1.37361,0.00906506,0.0756441,0.00562392,6.7729,0.182999,0.140629,3063000,8690
-2.31725,-1.65652,-1.47356,-0.172085,-0.424082,-0.377531,-1.03848,-1.16573,0.0135991,0.069463,0.0142408,6.68478,0.186391,0.137819,3064000,8692
-2.47102,-1.76989,-1.57718,0.0772845,-0.371482,-0.228354,-0.863697,-1.14658,0.0194742,0.0708059,0.00454225,6.62624,0.183339,0.137322,3065000,8695
