BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-3.43648,-2.54011,-2.31927,0.120263,0.576488,-0.305837,0.746497,-1.50845,0.0373533,0.0585123,0.0742928,6.7187,0.193493,0.137423,8093000,8182
-3.45664,-2.62291,-2.37428,0.326192,0.581511,-0.096725,0.543377,-1.26876,0.044559,0.0386348,0.083299,6.57724,0.188721,0.13854,8094000,8184
-3.36868,-2.60904,-2.35687,0.399933,0.549481,-0.0758499,0.453255,-1.24132,0.0291702,0.0665619,0.0598181,6.62339,0.19478,0.137491,8095000,8185
-3.54346,-2.70696,-2.49017,0.334469,0.698056,-0.121692,1.07202,-1.44063,0.0275944,0.0738871,0.0859131,6.56763,0.19303,0.138199,8096000,8186
-3.32273,-2.59003,-2.38181,0.332153,0.581331,-0.0873246,0.540383,-1.29871,0.0266699,0.063424,0.0823705,6.67983,0.192305,0.138555,8097000,8187
-3.46853,-2.71365,-2.45848,0.39501,0.725281,0.00143883,0.726005,-1.2035,0.0290086,0.0711384,0.0613464,6.66019,0.18984,0.139912,8098000,8188
-3.56851,-2.57128,-2.38417,0.216184,0.560941,-0.188518,0.749166,-1.4795,0.0387893,0.059564,0.082072,6.68873,0.190967,0.139375,8099000,8189
-3.68465,-2.70477,-2.43204,0.292458,0.648227,-0.0847955,1.05153,-1.48841,0.0298199,0.0745602,0.0672699,6.82748,0.193138,0.137359,8100000,8190
-3.51605,-2.73203,-2.51789,0.412277,0.710663,-0.0421723,1.11049,-1.33537,0.0314968,0.0588931,0.0738695,6.68327,0.191529,0.137143,8101000,8192
-3.55244,-2.7121,-2.50026,0.449813,0.685119,-0.00564231,0.855324,-1.25441,0.0327286,0.062764,0.0854435,6.60904,0.189734,0.140087,8102000,8193
-3.46524,-2.67322,-2.45934,0.428197,0.661708,-0.0816609,0.802338,-1.28322,0.0260599,0.067729,0.0743314,6.64777,0.190322,0.137786,8103000,8194
-3.58853,-2.72013,-2.52066,0.45301,0.658006,0.00228765,0.856351,-1.26691,0.0386573,0.0613865,0.0895118,6.67789,0.194745,0.139768,8104000,8195
-3.54294,-2.64651,-2.42109,0.309721,0.65175,-0.0916865,0.729384,-1.34925,0.0320686,0.0650527,0.0708606,6.73663,0.192804,0.139255,8105000,8196
-3.55833,-2.62827,-2.34552,0.242358,0.608764,-0.165972,0.833015,-1.4421,0.0304967,0.0745221,0.0806725,6.68274,0.192501,0.139468,8106000,8197
-3.43238,-2.6381,-2.37337,0.292247,0.660029,-0.135118,0.900878,-1.39885,0.0261504,0.0721437,0.0524096,6.66613,0.18907,0.136902,8107000,8198
-3.48433,-2.64985,-2.39296,0.364589,0.622097,-0.0165975,0.627884,-1.23243,0.0210716,0.0828689,0.0520388,6.58537,0.193732,0.140463,8108000,8199
-3.57496,-2.74061,-2.49128,0.455859,0.739478,-0.0692561,1.02725,-1.37749,0.0326236,0.0651383,0.0751006,6.79247,0.192391,0.13974,8109000,8201
-3.53289,-2.82011,-2.56531,0.633871,0.700759,0.116894,0.874902,-1.29319,0.0283901,0.0652044,0.0788567,6.56686,0.188764,0.13717,8110000,8202
-3.60188,-2.80618,-2.56114,0.571096,0.660258,0.0693681,1.07967,-1.35519,0.0244366,0.0714123,0.0665662,6.56853,0.193211,0.135564,8111000,8203
-3.66008,-2.60697,-2.38426,0.367763,0.556228,-0.148543,0.753764,-1.33723,0.0333476,0.0729676,0.0746269,6.7381,0.192002,0.140455,8112000,8204
-3.37617,-2.51048,-2.22865,0.314168,0.40949,-0.130147,0.345621,-1.39444,0.0278542,0.0793092,0.061999,6.75216,0.194312,0.137887,8113000,8205
-3.31473,-2.46749,-2.21448,0.222746,0.414317,-0.185313,0.495404,-1.45866,0.0281085,0.067056,0.0513671,6.64893,0.192665,0.136879,8114000,8206
-3.3469,-2.42458,-2.12553,0.160472,0.366572,-0.283864,0.416883,-1.5847,0.0320818,0.0603767,0.0599822,6.59633,0.193994,0.137222,8115000,8207
-3.33233,-2.50707,-2.3017,0.31043,0.471647,-0.171789,0.590545,-1.40606,0.026166,0.0730798,0.0796415,6.68982,0.190332,0.138999,8116000,8208
-3.42473,-2.47611,-2.25231,0.103929,0.488254,-0.23565,0.56106,-1.56074,0.0263006,0.0722127,0.0642994,6.70613,0.187948,0.1367,8117000,8209
-3.54393,-2.63601,-2.43303,0.318515,0.664888,-0.0827154,0.787305,-1.28963,0.0275532,0.0686055,0.0611141,6.77524,0.192636,0.137734,8118000,8210
-3.60539,-2.73611,-2.47345,0.313347,0.791044,-0.162317,1.00881,-1.31168,0.0271329,0.0771623,0.0741539,6.58168,0.188744,0.138331,8119000,8212
-3.68265,-2.78382,-2.55379,0.569917,0.725925,0.0634243,0.957292,-1.28601,0.0280812,0.0691511,0.0600143,6.67514,0.189153,0.139065,8120000,8217
-3.75985,-3.08481,-2.846,0.804052,1.04766,0.251001,1.52051,-1.18148,0.0206458,0.0759131,0.0770781,6.53283,0.190895,0.138386,8121000,8218
-3.95657,-3.12037,-2.83354,0.816648,1.05711,0.268884,1.77079,-1.27782,0.0227338,0.0748927,0.0500367,6.77474,0.193217,0.138592,8122000,8219
-3.78781,-3.06789,-2.84034,0.724155,1.00065,0.285108,1.47098,-1.17035,0.0268259,0.0662955,0.0717025,6.62639,0.192509,0.1384,8123000,8220
-4.04403,-3.29406,-3.02604,0.917845,1.27353,0.335534,2.13109,-1.25571,0.0236338,0.0695275,0.0617312,6.62792,0.192128,0.137888,8124000,8221
-3.77557,-2.9897,-2.73915,0.689676,0.97094,0.0859226,1.75959,-1.46427,0.0196145,0.0798581,0.0567453,6.74575,0.194589,0.140191,8125000,8222
-3.83662,-2.9311,-2.71968,0.587605,0.95632,0.0354148,1.53639,-1.39291,0.0260129,0.07584,0.0672284,6.701,0.194552,0.139099,8126000,8224
-3.81479,-2.93964,-2.66496,0.519986,0.909316,0.00590864,1.61588,-1.44424,0.0301712,0.0719041,0.0685845,6.70565,0.191902,0.1372,8127000,8225
-3.74521,-2.87741,-2.63998,0.542889,0.874283,0.0898371,1.26523,-1.24878,0.0290478,0.069287,0.0720357,6.54811,0.190841,0.14045,8128000,8226
-3.71575,-2.90947,-2.67619,0.633927,0.886376,0.116462,1.22629,-1.20564,0.0268461,0.073718,0.0816048,6.6983,0.192818,0.141041,8129000,8227
-3.73233,-2.84183,-2.63693,0.492374,0.85371,-0.0453215,1.44483,-1.41679,0.027575,0.061944,0.0698227,6.6802,0.193027,0.137166,8130000,8228
-3.77389,-2.96489,-2.71293,0.639119,0.919062,0.277787,1.14861,-1.16601,0.0258429,0.0743321,0.0609751,6.6574,0.189328,0.140353,8131000,8229
-3.63931,-2.84741,-2.60668,0.586672,0.757668,0.0879212,1.1771,-1.22247,0.0367272,0.0469374,0.0824148,6.75111,0.194265,0.140883,8132000,8230
-3.70027,-2.96579,-2.7659,0.713793,0.942943,0.162578,1.30596,-1.11578,0.0213657,0.0782304,0.0836339,6.58288,0.19162,0.140411,8133000,8232
-3.73044,-2.78617,-2.5751,0.428478,0.746108,-0.0343463,1.16876,-1.41437,0.0376022,0.0641765,0.0814713,6.81432,0.194604,0.138644,8134000,8233
-3.74513,-2.94589,-2.721,0.648045,0.972874,0.109621,1.4102,-1.22667,0.0258336,0.0679235,0.0730537,6.62315,0.192154,0.139397,8135000,8234
-3.73264,-2.91782,-2.69733,0.553998,0.94497,0.0811815,1.36795,-1.24002,0.0177852,0.0799773,0.064012,6.63131,0.192712,0.136882,8136000,8235
-3.74717,-3.06532,-2.84156,0.714593,1.06479,0.193076,1.54082,-1.13757,0.0238601,0.0701321,0.0855661,6.65161,0.194288,0.138636,8137000,8236
-3.82751,-2.99053,-2.74427,0.677957,0.935278,0.187768,1.37298,-1.24061,0.0315364,0.0644888,0.0807759,6.56656,0.191137,0.137521,8138000,8237
-3.75581,-3.00338,-2.79121,0.667092,0.943995,0.185826,1.43058,-1.21729,0.0253874,0.071347,0.0710189,6.72081,0.191948,0.137724,8139000,8238
-3.65344,-3.02379,-2.7608,0.742338,0.925216,0.252752,1.15534,-1.11937,0.019927,0.070447,0.083784,6.72749,0.192721,0.137207,8140000,8240
-3.74072,-3.0146,-2.79858,0.762511,0.990168,0.226321,1.45831,-1.14089,0.0201891,0.0767468,0.066876,6.69804,0.19112,0.140779,8141000,8241
-3.96078,-3.15276,-2.92043,0.833485,1.12513,0.318941,1.79431,-1.13412,0.0240344,0.0712645,0.0660399,6.59661,0.192299,0.138417,8142000,8242
-3.9677,-3.02515,-2.76872,0.586986,1.05631,0.0653697,1.76466,-1.30535,0.0249751,0.0840195,0.0686939,6.54233,0.19326,0.139723,8143000,8243
-3.62574,-2.85682,-2.61228,0.589671,0.769518,0.0447108,1.14564,-1.25614,0.0355331,0.0529243,0.067576,6.755,0.191051,0.137715,8144000,8244
-3.63106,-2.8611,-2.63916,0.56837,0.839684,0.0222551,1.17186,-1.24411,0.0230954,0.0710977,0.0862361,6.77123,0.191403,0.139921,8145000,8245
-3.57997,-2.87627,-2.61803,0.621318,0.793747,0.200564,1.02599,-1.25896,0.0259176,0.0692085,0.0568468,6.64368,0.18958,0.138411,8146000,8246
-3.63329,-2.91007,-2.65852,0.571805,0.892167,0.125012,1.19522,-1.27042,0.0175408,0.0850988,0.0622257,6.7002,0.192532,0.138524,8147000,8247
-3.57617,-2.9476,-2.66315,0.618373,0.861224,0.148632,1.21866,-1.19532,0.0203163,0.0713963,0.0766715,6.64325,0.190272,0.138498,8148000,8249
-3.85922,-3.14775,-2.93142,0.896171,1.13565,0.316182,1.65314,-1.0879,0.019714,0.0785421,0.0769431,6.55727,0.189749,0.138318,8149000,8250
-3.83754,-3.13296,-2.8857,0.827295,1.0556,0.236483,1.68567,-1.22442,0.025522,0.0693022,0.0702176,6.66439,0.193705,0.138015,8150000,8251
-4.14941,-3.11362,-2.88118,0.787927,1.06375,0.17068,1.8671,-1.34637,0.0290232,0.0760443,0.086008,6.55111,0.192843,0.137539,8151000,8252
-3.72825,-3.05209,-2.81545,0.675881,1.07357,0.258555,1.46158,-1.11932,0.0188897,0.0698713,0.0578567,6.69506,0.193411,0.139458,8152000,8253
-3.76339,-2.9316,-2.70041,0.669216,0.867076,0.138596,1.39722,-1.24869,0.0214995,0.0734347,0.0667651,6.71274,0.191106,0.137511,8153000,8254
-3.71329,-2.90343,-2.71946,0.735445,0.844319,0.0757549,1.32361,-1.26568,0.0274463,0.065928,0.0818069,6.70301,0.191103,0.137562,8154000,8255
-3.80236,-2.94709,-2.72614,0.54334,1.0032,0.0173191,1.61088,-1.38226,0.0233383,0.0798082,0.0758272,6.58115,0.193103,0.138015,8155000,8257
-3.72985,-2.93858,-2.72533,0.633551,0.916294,0.0870737,1.38048,-1.23923,0.024269,0.0769299,0.0729491,6.64899,0.190749,0.137933,8156000,8258
-3.51893,-2.67244,-2.4273,0.312731,0.641015,0.0125311,0.797753,-1.34038,0.0218444,0.0744117,0.0678683,6.60874,0.190522,0.138635,8157000,8259
-3.34413,-2.51853,-2.28547,0.184291,0.466612,-0.227751,0.628683,-1.48945,0.0296661,0.0703859,0.0777258,6.71096,0.190539,0.136496,8158000,8260
-3.38132,-2.47546,-2.24298,0.0645835,0.540243,-0.251124,0.405188,-1.44692,0.025897,0.0783118,0.0760826,6.58321,0.191253,0.136663,8159000,8261
-3.27139,-2.48122,-2.22025,0.268869,0.390647,-0.128053,0.2935,-1.35949,0.0162829,0.0774719,0.0591535,6.54353,0.192378,0.137865,8160000,8262
-3.24254,-2.57082,-2.3754,0.402422,0.507057,-0.029798,0.391634,-1.32127,0.0275204,0.0557913,0.0824167,6.73125,0.190766,0.137796,8161000,8263
-3.34644,-2.36488,-2.18215,-0.0155759,0.351725,-0.342521,0.392247,-1.56552,0.0337157,0.0776781,0.0888036,6.6835,0.19031,0.136794,8162000,8265
-3.40236,-2.52012,-2.25653,0.177232,0.503053,-0.173439,0.522257,-1.39156,0.0279467,0.0654541,0.0606984,6.55997,0.189863,0.13682,8163000,8266
-3.39302,-2.59613,-2.31133,0.218468,0.566966,-0.0426645,0.525134,-1.37214,0.0208124,0.0764304,0.0598546,6.68961,0.19338,0.136848,8164000,8267
-3.3411,-2.55018,-2.35648,0.288213,0.575958,-0.198461,0.613197,-1.2504,0.0410446,0.0465116,0.0790453,6.73188,0.193805,0.13921,8165000,8268
-3.40205,-2.65466,-2.4223,0.459292,0.640635,-0.00590846,0.653335,-1.16428,0.0186,0.0829203,0.0520368,6.6358,0.188254,0.13864,8166000,8269
-3.35809,-2.56506,-2.3035,0.258055,0.574685,-0.242462,0.764466,-1.43599,0.0242319,0.0822131,0.0630824,6.56834,0.190527,0.139043,8167000,8270
-3.3858,-2.44804,-2.19482,0.157304,0.409024,-0.26769,0.422827,-1.4706,0.0289698,0.0701363,0.0886301,6.59332,0.191943,0.138527,8168000,8271
-3.24356,-2.48956,-2.29513,0.33489,0.423494,-0.144213,0.305803,-1.31344,0.0217643,0.0644945,0.0833946,6.77734,0.189449,0.138822,8169000,8273
-3.17433,-2.49284,-2.2572,0.265569,0.53367,-0.155238,0.283902,-1.27499,0.0194702,0.0717529,0.0619115,6.63617,0.192698,0.137385,8170000,8274
-3.21444,-2.49529,-2.29646,0.409057,0.404739,-0.0770258,0.245841,-1.20423,0.0301318,0.0628776,0.0607456,6.63064,0.193062,0.136539,8171000,8275
-3.25166,-2.47865,-2.24459,0.194125,0.514825,-0.194177,0.259956,-1.24837,0.0233283,0.0694648,0.0552004,6.75978,0.19191,0.138475,8172000,8276
-3.45621,-2.4164,-2.16537,0.115141,0.42583,-0.245507,0.43388,-1.46333,0.0325342,0.0743248,0.0575317,6.72427,0.193677,0.138677,8173000,8277
-3.29754,-2.37548,-2.16614,0.0269957,0.453299,-0.334228,0.41003,-1.41971,0.0256107,0.0763,0.0695312,6.62877,0.190889,0.142865,8174000,8278
-3.30707,-2.38235,-2.16508,0.207062,0.391157,-0.231142,0.198001,-1.38889,0.0299034,0.0670247,0.0652844,6.71322,0.193537,0.139134,8175000,8279
-3.18821,-2.30456,-2.07779,0.179199,0.288899,-0.278915,0.0752329,-1.45609,0.0278971,0.0669489,0.052788,6.64956,0.192011,0.138788,8176000,8280
-3.25862,-2.2706,-2.04347,-0.0634382,0.293967,-0.409326,0.153647,-1.533,0.0243767,0.0841191,0.0730845,6.57602,0.192285,0.138739,8177000,8282
-3.1662,-2.20552,-1.94163,-0.0875584,0.212634,-0.401491,-0.0649244,-1.52693,0.0222341,0.0732313,0.0615364,6.79389,0.192192,0.138734,8178000,8283
-3.2965,-2.22618,-1.98946,-0.0416214,0.214272,-0.479134,0.119546,-1.61201,0.0317653,0.0850196,0.0724441,6.65325,0.19312,0.137895,8179000,8284
-3.07683,-2.18636,-1.93051,-0.051011,0.0697233,-0.310816,-0.316736,-1.47558,0.024957,0.0768856,0.0626981,6.67042,0.190192,0.138293,8180000,8285
-2.99773,-2.05589,-1.79852,-0.135444,-0.044004,-0.466004,-0.467421,-1.59423,0.0326992,0.0730055,0.0860391,6.73177,0.188434,0.136664,8181000,8286
-3.32012,-2.24126,-1.96802,-0.0175071,0.175761,-0.385974,-0.0054964,-1.57294,0.0299239,0.0758457,0.0731177,6.63846,0.189863,0.139468,8182000,8287
-3.29257,-2.41182,-2.18957,0.146779,0.355609,-0.247977,0.182734,-1.38678,0.0249851,0.0836693,0.0885281,6.67158,0.190224,0.137248,8183000,8288
-3.29409,-2.35055,-2.10464,0.071161,0.328002,-0.31092,0.296112,-1.59903,0.0339188,0.0663294,0.0773922,6.76524,0.193557,0.138655,8184000,8290
-3.43035,-2.54046,-2.33524,0.372859,0.507535,-0.127959,0.634223,-1.42909,0.0291326,0.0689392,0.0704344,6.73205,0.190326,0.138844,8185000,8291
-3.41075,-2.51255,-2.233,0.177263,0.538165,-0.215617,0.600061,-1.45206,0.0197536,0.0866755,0.056907,6.71369,0.18658,0.141515,8186000,8292
-3.29104,-2.5041,-2.24611,0.0707006,0.591433,-0.245313,0.543307,-1.42228,0.0285124,0.0619068,0.0617573,6.6681,0.19015,0.138362,8187000,8293
-3.29566,-2.52779,-2.31303,0.412852,0.401961,-0.10299,0.36202,-1.33124,0.0367653,0.058185,0.070728,6.71072,0.190791,0.138771,8188000,8294
-3.45156,-2.53721,-2.32554,0.438265,0.560768,-0.111733,0.456422,-1.29056,0.0254398,0.0763649,0.0552325,6.68414,0.189225,0.135951,8189000,8295
-3.49026,-2.65626,-2.43063,0.325727,0.670572,-0.105601,0.855077,-1.40508,0.0318651,0.0642283,0.0733767,6.53116,0.191982,0.140624,8190000,8296
-3.47329,-2.66227,-2.41715,0.480644,0.623227,-0.0565613,0.63286,-1.25076,0.0229917,0.0770663,0.0792787,6.76909,0.190467,0.138693,8191000,8297
-3.32731,-2.4933,-2.26376,0.246935,0.409783,-0.110042,0.405398,-1.38165,0.0268373,0.0712871,0.0707268,6.65769,0.189187,0.141116,8192000,8298
-3.31739,-2.44126,-2.20251,0.220199,0.406596,-0.222241,0.35888,-1.39118,0.0282709,0.062825,0.0557968,6.66418,0.191346,0.137905,8193000,8300
-3.06512,-2.16273,-1.93149,-0.00613089,0.0974917,-0.379883,-0.261792,-1.46308,0.0330821,0.0620907,0.0753149,6.6722,0.189485,0.141028,8194000,8301
-3.257,-2.25859,-2.00967,0.0215511,0.228897,-0.382142,0.0227771,-1.47753,0.0287877,0.0760301,0.0697254,6.81292,0.1872,0.137496,8195000,8302
-3.19244,-2.37845,-2.14075,0.0826318,0.325461,-0.267341,0.0766424,-1.45515,0.0288599,0.0734605,0.0805759,6.79825,0.188516,0.136616,8196000,8303
-3.23973,-2.36575,-2.13296,0.141471,0.334526,-0.280227,0.21052,-1.41438,0.0235568,0.0727344,0.0667612,6.58998,0.188187,0.138975,8197000,8304
-3.286,-2.45766,-2.24276,0.192002,0.447384,-0.264232,0.427335,-1.53102,0.0240586,0.0832688,0.0798294,6.79285,0.188977,0.137111,8198000,8305
-3.37112,-2.50506,-2.28962,0.354164,0.374414,-0.131999,0.363889,-1.41828,0.0343281,0.0585757,0.0975585,6.61894,0.189377,0.137341,8199000,8306
-3.38157,-2.66297,-2.41299,0.572338,0.570235,0.0752538,0.341988,-1.03708,0.0192915,0.0777172,0.0760996,6.74801,0.191582,0.138786,8200000,8307
-3.34363,-2.6431,-2.40323,0.32953,0.669597,-0.0544793,0.672767,-1.31805,0.0172211,0.0765929,0.0503259,6.7045,0.191586,0.135131,8201000,8308
-3.4972,-2.68771,-2.45079,0.49345,0.59492,0.0545893,0.751826,-1.39026,0.0247569,0.0736218,0.0587241,6.66187,0.192997,0.138349,8202000,8310
-3.48166,-2.63596,-2.40965,0.23402,0.572458,-0.142947,0.849165,-1.46254,0.0349729,0.0569416,0.081676,6.60381,0.191793,0.13811,8203000,8311
-3.4994,-2.58422,-2.38086,0.294067,0.571252,-0.148743,0.707147,-1.39195,0.0205643,0.0909235,0.0688114,6.67031,0.190592,0.138107,8204000,8312
-3.53197,-2.68415,-2.44452,0.382399,0.736084,-0.0975493,0.63218,-1.20071,0.0349535,0.062168,0.0727877,6.69167,0.19413,0.135268,8205000,8313
-3.65366,-2.77925,-2.5458,0.561939,0.681239,0.127992,0.781689,-1.26938,0.0265926,0.084205,0.0773549,6.64794,0.191909,0.137128,8206000,8314
-3.77211,-2.94466,-2.70317,0.615213,0.922421,0.153473,1.34392,-1.22446,0.022123,0.0773517,0.0649006,6.68647,0.194234,0.139222,8207000,8315
-3.78313,-3.07561,-2.8583,0.872925,0.98895,0.265181,1.5025,-1.18467,0.0256125,0.0641293,0.0786381,6.74955,0.194119,0.137726,8208000,8316
-3.79489,-3.0303,-2.79159,0.711734,0.99145,0.087987,1.72749,-1.30786,0.0229124,0.0738525,0.0732481,6.59964,0.192085,0.137541,8209000,8317
-3.7319,-2.7606,-2.56288,0.495064,0.742738,-0.094577,1.22649,-1.49974,0.0267174,0.0766529,0.072175,6.7065,0.190668,0.1366,8210000,8318
-3.60072,-2.83841,-2.58105,0.526321,0.788529,0.0899376,1.18993,-1.38903,0.0277333,0.0649255,0.0563147,6.59361,0.192003,0.138582,8211000,8320
-3.7567,-2.91711,-2.65286,0.556267,0.843136,0.125837,1.30624,-1.3201,0.0265819,0.0725846,0.06757,6.68739,0.190306,0.139825,8212000,8321
-3.86267,-3.00345,-2.73687,0.642982,0.980518,0.149309,1.68914,-1.4696,0.0222264,0.0738019,0.0560031,6.63267,0.192814,0.138519,8213000,8322
-3.73805,-2.94903,-2.75571,0.765986,0.864261,0.202401,1.21583,-1.20784,0.03313,0.0606806,0.0897374,6.66125,0.192777,0.137335,8214000,8323
-3.69524,-3.04841,-2.79889,0.817548,0.978484,0.246701,1.35754,-1.11775,0.0299216,0.0624939,0.0672641,6.71112,0.191077,0.135182,8215000,8324
-3.83574,-3.01451,-2.8048,0.812507,0.967168,0.188946,1.45825,-1.13968,0.0290768,0.0718362,0.0834205,6.61176,0.193628,0.141383,8216000,8325
-3.61117,-2.82076,-2.61757,0.458128,0.83745,0.0289765,1.06336,-1.29839,0.0248574,0.0767918,0.0829126,6.73652,0.193247,0.139226,8217000,8326
-3.56586,-2.91998,-2.69817,0.63316,0.933953,0.151029,1.23499,-1.20177,0.0172295,0.074897,0.0641387,6.72594,0.190279,0.139889,8218000,8327
-3.6156,-2.90607,-2.71005,0.662748,0.830919,0.157465,1.17876,-1.23332,0.0267416,0.0651114,0.0896878,6.72071,0.188454,0.139558,8219000,8328
-3.73799,-2.86861,-2.63823,0.699875,0.782736,0.176595,1.0877,-1.20485,0.028569,0.0734556,0.0612715,6.53121,0.193631,0.136836,8220000,8334
-3.5753,-2.74822,-2.47599,0.504967,0.705214,-0.0356169,0.988316,-1.35677,0.0381181,0.0522841,0.0678898,6.74468,0.189514,0.13533,8221000,8335
-3.8241,-2.95083,-2.71298,0.729751,0.894685,0.12146,1.52638,-1.46616,0.0186343,0.0831662,0.0631653,6.71643,0.191872,0.139417,8222000,8336
-3.84828,-2.99611,-2.80858,0.748537,0.933649,0.163303,1.62085,-1.43073,0.0235203,0.0776706,0.0683487,6.64115,0.191272,0.13845,8223000,8337
-3.67066,-2.79825,-2.58886,0.446335,0.836472,0.0458793,1.15402,-1.35421,0.0279431,0.0701701,0.0677354,6.67613,0.193791,0.138905,8224000,8338
-3.64496,-2.94739,-2.7179,0.569194,0.919231,0.0680674,1.45025,-1.31479,0.0273955,0.0667516,0.0827412,6.53995,0.193088,0.138724,8225000,8339
-3.71984,-2.86085,-2.63545,0.530832,0.899187,0.0118556,1.23154,-1.26178,0.0237807,0.0762009,0.0744069,6.6887,0.194251,0.13899,8226000,8340
-3.59737,-2.78335,-2.54627,0.492158,0.734611,0.0273374,0.993076,-1.33533,0.0311257,0.0679356,0.0716706,6.77295,0.190758,0.135204,8227000,8342
-3.47022,-2.63495,-2.39132,0.43342,0.6061,-0.00925208,0.467729,-1.26986,0.0239151,0.0690288,0.0667417,6.68304,0.188955,0.138248,8228000,8343
-3.31992,-2.55768,-2.25908,0.377421,0.483906,-0.100222,0.405251,-1.28357,0.0283942,0.0671706,0.053624,6.6181,0.192443,0.139141,8229000,8344
-3.30234,-2.60355,-2.32797,0.300373,0.623313,-0.0458622,0.474816,-1.28191,0.0252565,0.0700178,0.0473034,6.68364,0.190069,0.138207,8230000,8345
-3.3642,-2.64879,-2.40431,0.335765,0.630169,-0.0622973,0.705255,-1.27097,0.0151046,0.0801444,0.0630387,6.64021,0.194036,0.138728,8231000,8346
-3.5694,-2.76755,-2.50435,0.448023,0.725773,-0.0791566,1.02481,-1.28693,0.0301305,0.0630658,0.0808178,6.64473,0.19221,0.137273,8232000,8347
-3.75472,-2.85569,-2.64621,0.603896,0.900172,0.0510727,1.20913,-1.2646,0.0213713,0.0856471,0.0691798,6.59278,0.19362,0.139379,8233000,8348
-3.70273,-2.88349,-2.65018,0.711369,0.789314,0.152266,1.25964,-1.31858,0.0178574,0.0832897,0.0621046,6.60947,0.190445,0.137028,8234000,8350
-3.84567,-3.10712,-2.86144,0.768024,1.12396,0.189681,1.58973,-1.21788,0.0225175,0.0704826,0.0740454,6.68524,0.192547,0.139837,8235000,8351
-3.67807,-2.9008,-2.64883,0.621484,0.895655,0.116988,1.03564,-1.12561,0.0249298,0.0717808,0.0673515,6.64225,0.192672,0.135263,8236000,8352
-3.51213,-2.73976,-2.51194,0.467012,0.721712,0.0769693,0.828205,-1.28535,0.0183745,0.0778456,0.0524353,6.66446,0.190814,0.136648,8237000,8353
-3.28929,-2.58509,-2.33403,0.209815,0.60505,-0.1844,0.668134,-1.41564,0.0176285,0.0763576,0.079021,6.62277,0.192011,0.139306,8238000,8354
-3.25495,-2.50541,-2.30046,0.320249,0.479543,-0.113691,0.551247,-1.47036,0.0200068,0.0763029,0.0641197,6.70905,0.19459,0.1407,8239000,8355
-3.39975,-2.50484,-2.24267,0.167111,0.536214,-0.211603,0.491106,-1.42336,0.0273511,0.073246,0.0434352,6.71188,0.191588,0.136991,8240000,8356
-3.5404,-2.66447,-2.37267,0.382368,0.630364,-0.0691869,0.862519,-1.41302,0.0230955,0.0703543,0.04009,6.65284,0.193399,0.137245,8241000,8357
-3.48717,-2.75496,-2.55971,0.508623,0.697601,0.0622196,0.830986,-1.15399,0.027289,0.061974,0.0764758,6.64082,0.190887,0.138807,8242000,8359
-3.48714,-2.68987,-2.4266,0.320957,0.764333,-0.08971,0.770575,-1.38365,0.0250977,0.0779436,0.0589802,6.79079,0.194174,0.140141,8243000,8360
-3.56142,-2.67164,-2.43468,0.407306,0.642928,-0.104285,0.789137,-1.36238,0.0312421,0.0613821,0.0737068,6.69853,0.191413,0.137838,8244000,8361
-3.64413,-2.59939,-2.34502,0.313823,0.624693,-0.136109,0.680203,-1.41829,0.0328988,0.0755326,0.0570959,6.71935,0.194005,0.13884,8245000,8362
-3.41331,-2.68566,-2.4825,0.581306,0.589491,0.0974908,0.632535,-1.19688,0.0197762,0.0787975,0.0660522,6.59831,0.192757,0.137552,8246000,8363
-3.62476,-2.89493,-2.70914,0.773869,0.801137,0.138324,1.17928,-1.20006,0.0311578,0.0583433,0.0835432,6.75615,0.197523,0.137074,8247000,8364
-3.8518,-2.95523,-2.72741,0.73527,0.836918,0.218367,1.27306,-1.29841,0.0327912,0.0692434,0.0668888,6.65681,0.192073,0.136234,8248000,8365
-3.79733,-2.98499,-2.73734,0.76466,0.907748,0.216751,1.36365,-1.35698,0.0294489,0.0696573,0.0659098,6.70494,0.192556,0.137133,8249000,8367
-3.64572,-2.80868,-2.56687,0.505719,0.743778,0.0334311,1.11294,-1.3397,0.0167098,0.0930422,0.0550769,6.55943,0.192771,0.137825,8250000,8368
-3.77912,-2.8922,-2.64684,0.631462,0.856943,0.0991012,1.34164,-1.34944,0.0217522,0.0875623,0.0754469,6.70441,0.194425,0.141409,8251000,8369
-3.66043,-2.7429,-2.5082,0.515189,0.733891,-0.0418743,0.963052,-1.32439,0.0411196,0.0550223,0.0658669,6.65444,0.189421,0.138026,8252000,8370
-3.69353,-2.78299,-2.52968,0.497684,0.715269,0.0169207,0.997201,-1.34671,0.0319695,0.063018,0.0714204,6.64479,0.190433,0.137777,8253000,8371
-3.65853,-2.75695,-2.50631,0.483709,0.700299,-0.0391356,1.0795,-1.38146,0.0208015,0.0810225,0.0781995,6.70946,0.189544,0.13821,8254000,8372
-3.51355,-2.71566,-2.49731,0.438371,0.704906,-0.0709406,1.03678,-1.3674,0.0174018,0.073508,0.0761838,6.63776,0.191031,0.1398,8255000,8373
